adm1id,admname,category,catid,cmid,cmname,cmnameshort,country,currency,date,default,interpolated,label,mktid,mktname,price,ptid,scaling,sn,umid,unit,x,year
#adm1+code,#adm1+name,#item+type,#item+type+code,#item+code,#item+name,#item+name+short,#country+name,#currency,#date,,,#item+label,,#name+market,#value,,,#meta+id,,#item+unit,,0
2768,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,9/15/2019,,0,Maize (white) - Retail (3.5 KG),2239,Yambio,238,15,1,2239_67_15_47,47,3.5 KG,1568505600,2019
2747,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,10/15/2019,,0,Maize (white) - Retail (3.5 KG),2057,Yida,300,15,1,2057_67_15_47,47,3.5 KG,1571097600,2019
2748,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,11/15/2019,,0,Maize (white) - Retail (3.5 KG),1388,Konyo Konyo,400,15,1,1388_67_15_47,47,3.5 KG,1573776000,2019
2748,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,12/15/2019,,0,Maize (white) - Retail (3.5 KG),1388,Konyo Konyo,450,15,1,1388_67_15_47,47,3.5 KG,1576368000,2019
2750,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,1/15/2020,,0,Maize (white) - Retail (3.5 KG),1786,Torit,412.5,15,1,1786_67_15_47,47,3.5 KG,1579046400,2020
2747,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,2/15/2020,,0,Maize (white) - Retail (3.5 KG),2057,Yida,198,15,1,2057_67_15_47,47,3.5 KG,1581724800,2020
2747,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,3/15/2020,,0,Maize (white) - Retail (3.5 KG),2057,Yida,288,15,1,2057_67_15_47,47,3.5 KG,1584230400,2020
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,2/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,3/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,4/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,5/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,6/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,7/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,8/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,9/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,10/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,11/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,12/15/2015,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,2/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,3/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,4/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,5/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,6/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,7/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,8/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,9/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,10/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,11/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,12/15/2016,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,2/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,3/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,4/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,5/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,6/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,7/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,8/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,9/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,10/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,11/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,12/15/2017,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,2/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,3/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,4/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,5/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,6/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,7/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,8/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,9/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,10/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,11/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,12/15/2018,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
2768,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,South Sudan,SSP,3/15/2019,,0,Maize (white) - Retail (1/10 50 KG),2239,Yambio,330,15,0.1,2239_67_15_22,22,1/10 50 KG,1552608000,2019
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,4/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,7/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,8/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,9/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,10/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,11/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,12/15/2019,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,1/15/2020,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,2/15/2020,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Retail,Maize white,,,3/15/2020,,1,Maize (white) - Retail (1/10 50 KG),,,330,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,1/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,2/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,3/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,4/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,5/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,6/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,7/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,8/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,9/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,10/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,11/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,12/15/2015,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,1/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,2/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,3/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,4/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,5/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,6/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,7/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,8/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,9/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,10/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,11/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,12/15/2016,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,1/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,2/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,3/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,4/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,5/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,6/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,7/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,8/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,9/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,10/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,11/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,12/15/2017,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,1/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,2/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,3/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,4/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,5/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,6/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,7/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,8/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,9/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,10/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,11/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,12/15/2018,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,1/15/2019,,1,Maize (white) - Wholesale (1/10 50 KG),,,400,,0.1,,,1/10 50 KG,,
2766,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,3/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1391,Jau,400,14,0.1,1391_67_14_22,22,1/10 50 KG,1552608000,2019
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,4/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,462.5,14,0.1,1388_67_14_22,22,1/10 50 KG,1555286400,2019
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,7/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,550,14,0.1,1388_67_14_22,22,1/10 50 KG,1563148800,2019
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,8/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,600,14,0.1,1388_67_14_22,22,1/10 50 KG,1565827200,2019
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,9/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,500,14,0.1,1388_67_14_22,22,1/10 50 KG,1568505600,2019
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,10/15/2019,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,500,14,0.1,1388_67_14_22,22,1/10 50 KG,1571097600,2019
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,11/15/2019,,1,Maize (white) - Wholesale (1/10 50 KG),,,500,,0.1,,,1/10 50 KG,,
,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,,,12/15/2019,,1,Maize (white) - Wholesale (1/10 50 KG),,,500,,0.1,,,1/10 50 KG,,
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,1/15/2020,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,500,14,0.1,1388_67_14_22,22,1/10 50 KG,1579046400,2020
2754,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,2/15/2020,,0,Maize (white) - Wholesale (1/10 50 KG),1384,Aweil (Town),565,14,0.1,1384_67_14_22,22,1/10 50 KG,1581724800,2020
2748,,cereals and tubers,1,67,Maize (white) - Wholesale,Maize white Whs.,South Sudan,SSP,3/15/2020,,0,Maize (white) - Wholesale (1/10 50 KG),1388,Konyo Konyo,600,14,0.1,1388_67_14_22,22,1/10 50 KG,1584230400,2020
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,1/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,2/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,3/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,4/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,5/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,6/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,7/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,8/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,9/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,10/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,11/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,12/15/2015,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,1/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,2/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,3/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,4/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,5/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,6/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,7/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,8/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,9/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,10/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,11/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,12/15/2016,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,1/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,2/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,3/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,4/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,5/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,6/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
,,cereals and tubers,1,54,Maize meal - Retail,Maize meal,,,7/15/2017,,1,Maize meal - Retail (KG),,,245,,1,,,KG,,
