admin0,admin2,Year,Month,NDVI,NDVI_lag1
South Sudan,nzara,2009,Dec,0.5314078333333330,0.6667588000000000
South Sudan,nzara,2010,Jan,0.4530627666666670,0.5314078333333330
South Sudan,nzara,2010,Feb,0.49576636666666700,0.4530627666666670
South Sudan,nzara,2010,Mar,0.5567692666666670,0.49576636666666700
South Sudan,nzara,2010,Apr,0.6247549,0.5567692666666670
South Sudan,nzara,2010,May,0.7561081333333330,0.6247549
South Sudan,nzara,2010,Jun,0.8005286666666670,0.7561081333333330
South Sudan,nzara,2010,Jul,0.7400752,0.8005286666666670
South Sudan,nzara,2010,Aug,0.7764620000000000,0.7400752
South Sudan,nzara,2010,Sep,0.7785833000000000,0.7764620000000000
South Sudan,nzara,2010,Oct,0.7374389666666670,0.7785833000000000
South Sudan,nzara,2010,Nov,0.6986049666666670,0.7374389666666670
South Sudan,nzara,2010,Dec,0.5962838333333340,0.6986049666666670
South Sudan,nzara,2011,Jan,0.44800790000000000,0.5962838333333340
South Sudan,nzara,2011,Feb,0.42173433333333300,0.44800790000000000
South Sudan,nzara,2011,Mar,0.4866163666666670,0.42173433333333300
South Sudan,nzara,2011,Apr,0.5738543,0.4866163666666670
South Sudan,nzara,2011,May,0.7010866666666670,0.5738543
South Sudan,nzara,2011,Jun,0.8038832,0.7010866666666670
South Sudan,nzara,2011,Jul,0.7913235,0.8038832
South Sudan,nzara,2011,Aug,0.7753371666666670,0.7913235
South Sudan,nzara,2011,Sep,0.8200644333333330,0.7753371666666670
South Sudan,nzara,2011,Oct,0.7610174000000000,0.8200644333333330
South Sudan,nzara,2011,Nov,0.7074861,0.7610174000000000
South Sudan,nzara,2011,Dec,0.5619450666666670,0.7074861
South Sudan,nzara,2012,Jan,0.41638000000000000,0.5619450666666670
South Sudan,nzara,2012,Feb,0.40482180000000000,0.41638000000000000
South Sudan,nzara,2012,Mar,0.45011130000000000,0.40482180000000000
South Sudan,nzara,2012,Apr,0.5581763,0.45011130000000000
South Sudan,nzara,2012,May,0.7362480666666670,0.5581763
South Sudan,nzara,2012,Jun,0.7945137666666670,0.7362480666666670
South Sudan,nzara,2012,Jul,0.8116913000000000,0.7945137666666670
South Sudan,nzara,2012,Aug,0.7912713,0.8116913000000000
South Sudan,nzara,2012,Sep,0.7852237333333330,0.7912713
South Sudan,nzara,2012,Oct,0.7472212666666670,0.7852237333333330
South Sudan,nzara,2012,Nov,0.6985800000000000,0.7472212666666670
South Sudan,nzara,2012,Dec,0.5792136333333330,0.6985800000000000
South Sudan,nzara,2013,Jan,0.44439893333333300,0.5792136333333330
South Sudan,nzara,2013,Feb,0.4354652333333330,0.44439893333333300
South Sudan,nzara,2013,Mar,0.5379597,0.4354652333333330
South Sudan,nzara,2013,Apr,0.6063382666666670,0.5379597
South Sudan,nzara,2013,May,0.7293806333333330,0.6063382666666670
South Sudan,nzara,2013,Jun,0.7948363666666670,0.7293806333333330
South Sudan,nzara,2013,Jul,0.793727,0.7948363666666670
South Sudan,nzara,2013,Aug,0.8220000666666670,0.793727
South Sudan,nzara,2013,Sep,0.8004738333333330,0.8220000666666670
South Sudan,nzara,2013,Oct,0.755843,0.8004738333333330
South Sudan,nzara,2013,Nov,0.7058839666666670,0.755843
South Sudan,nzara,2013,Dec,0.6003850333333330,0.7058839666666670
South Sudan,nzara,2014,Jan,0.4754493333333330,0.6003850333333330
South Sudan,nzara,2014,Feb,0.4760015,0.4754493333333330
South Sudan,nzara,2014,Mar,0.5877413666666670,0.4760015
South Sudan,nzara,2014,Apr,0.7213013000000000,0.5877413666666670
South Sudan,nzara,2014,May,0.8241334666666670,0.7213013000000000
South Sudan,nzara,2014,Jun,0.8212952333333330,0.8241334666666670
South Sudan,nzara,2014,Jul,0.7736682333333330,0.8212952333333330
South Sudan,nzara,2014,Aug,0.8022139666666670,0.7736682333333330
South Sudan,nzara,2014,Sep,0.8000387333333330,0.8022139666666670
South Sudan,nzara,2014,Oct,0.7367180000000000,0.8000387333333330
South Sudan,nzara,2014,Nov,0.6879195,0.7367180000000000
South Sudan,nzara,2014,Dec,0.5800609333333330,0.6879195
South Sudan,nzara,2015,Jan,0.4639893,0.5800609333333330
South Sudan,nzara,2015,Feb,0.47755430000000000,0.4639893
South Sudan,nzara,2015,Mar,0.6005996666666670,0.47755430000000000
South Sudan,nzara,2015,Apr,0.7126926,0.6005996666666670
South Sudan,nzara,2015,May,0.7835774333333330,0.7126926
South Sudan,nzara,2015,Jun,0.7752193,0.7835774333333330
South Sudan,nzara,2015,Jul,0.7969127000000000,0.7752193
South Sudan,nzara,2015,Aug,0.8188709000000000,0.7969127000000000
