State,,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Central Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Eastern Equatoria,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Jonglei,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Lakes,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Northern Bahr el Ghazal,Unity,Unity,Unity,Unity,Unity,Unity,Unity,Unity,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Upper Nile,Warrap,Warrap,Warrap,Warrap,Warrap,Warrap,Warrap,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Bahr el Ghazal,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria,Western Equatoria
2017,Jan,83,83,83,83,80,400,,100,0,,,,,,0,,0,130,130,85,85,90,,80,0,0,0,70,70,,,100,100,100,100,,0,0,,,0,113,,,0,0,0,,,,,,105,105,105,105,100,100,100,100,,,143,143,0,0,176,176,115,,,0,,,,0,61,0,100,0,0,75,0,114,114,114,114,,100,100,165,0,84,,0,,74
2017,Jul,135,135,135,135,0,300,,155,133,,,,,,0,,0,0,0,150,150,132,,200,350,350,350,116,116,,,150,150,150,150,,0,0,,,390,164,,,335,335,0,,,,,,151,151,151,151,0,0,0,0,,,215,215,295,295,200,200,0,,,0,,,,233,0,0,90,0,0,200,0,162,162,162,162,,244,244,363,250,185,,0,,160
2017,Jun,123,123,123,123,0,300,,0,140,,,,,,0,,0,0,0,158,158,132,,200,338,338,338,116,116,,,142,142,142,142,,0,0,,,293,160,,,163,163,0,,,,,,142,142,142,142,140,140,140,140,,,200,200,195,195,243,243,0,,,0,,,,0,160,0,60,0,0,200,0,154,154,154,154,,200,200,350,270,153,,0,,163
2017,Mar,90,90,90,90,0,0,,0,131,,,,,,0,,0,0,0,110,110,0,,230,65,65,65,0,0,,,97,97,97,97,,0,0,,,186,132,,,0,0,0,,,,,,182,182,182,182,100,100,100,100,,,157,157,0,0,146,146,0,,,0,,,,0,140,0,100,0,0,95,0,108,108,108,108,,213,213,250,0,135,,0,,120
2017,May,127,127,127,127,0,281,,0,128,,,,,,0,,0,0,0,150,150,0,,200,358,358,358,120,120,,,120,120,120,120,,0,0,,,100,158,,,150,150,0,,,,,,227,227,227,227,156,156,156,156,,,200,200,0,0,280,280,0,,,0,,,,0,163,0,55,0,0,152,150,148,148,148,148,,250,250,120,0,174,,0,,140
2017,Nov,141,141,141,141,0,305,,0,163,,,,,,0,,0,0,0,200,200,0,,150,250,250,250,130,130,,,150,150,150,150,,0,0,,,500,240,,,0,0,210,,,,,,165,165,165,165,217,217,217,217,,,131,131,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,270,0,134,134,134,134,,0,0,260,228,180,,215,,260
2017,Oct,136,136,136,136,0,300,,0,163,,,,,,0,,0,0,0,188,188,0,,150,0,0,0,130,130,,,200,200,200,200,,0,0,,,500,243,,,0,0,225,,,,,,160,160,160,160,225,225,225,225,,,147,147,450,450,0,0,0,,,0,,,,0,0,0,130,0,0,320,0,159,159,159,159,,225,225,350,175,175,,0,,258
2017,Sep,135,135,135,135,0,300,,0,150,,,,,,0,,0,0,0,150,150,0,,150,0,0,0,125,125,,,125,125,125,125,,200,200,,,500,250,,,0,0,210,,,,,,204,204,204,204,207,207,207,207,,,186,186,0,0,0,0,0,,,0,,,,0,0,0,180,0,0,279,0,149,149,149,149,,250,250,350,200,177,,0,,160
2018,Apr,173,173,173,173,,500,,150,283,,,,,,,200,200,,,228,228,,,250,250,250,250,155,155,,0,200,200,200,200,,0,0,,,500,240,0,,0,0,237,285,285,,,,465,465,465,465,250,250,250,250,,,,,0,0,0,0,500,,,,,,,,215,288,260,0,260,240,,241,241,241,241,800,400,400,750,0,0,,,,260
2018,Aug,205,205,205,205,,500,,0,293,,,,,,,0,0,,,320,320,,,250,200,200,200,180,180,,400,0,0,0,0,,450,450,,,585,300,276,,0,0,350,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Dec,0,0,0,0,,0,,0,0,,,,,,,0,0,,,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Feb,151,151,151,151,,500,,0,227,,,,,,,0,0,,,203,203,,,180,200,200,200,130,130,,0,0,0,0,0,,0,0,,,500,240,0,,240,240,211,330,330,,,,338,338,338,338,152,152,152,152,,,,,0,0,0,0,0,,,,,,,,200,240,200,260,0,240,,175,175,175,175,400,400,400,470,250,150,,,,260
2018,Jan,137,137,137,137,,400,,0,179,,,,,,,0,0,,,200,200,,,180,253,253,253,130,130,,0,200,200,200,200,,0,0,,,500,240,0,,0,0,210,173,173,,,,288,288,288,288,161,161,161,161,,,,,300,300,290,290,0,,,,,,,,200,180,160,0,0,200,,160,160,160,160,400,400,400,400,250,165,,,,260
2018,Jul,216,216,216,216,,500,,0,260,,,,,,,0,0,,,305,305,,,440,200,200,200,190,190,,0,0,0,0,0,,0,0,,,580,400,300,,0,0,350,413,413,,,,500,500,500,500,313,313,313,313,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Jun,225,225,225,225,,550,,0,254,,,,,,,0,0,,,275,275,,,400,275,275,275,200,200,,0,300,300,300,300,,0,0,,,580,400,0,,0,0,350,405,405,,,,450,450,450,450,300,300,300,300,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Mar,153,153,153,153,,500,,0,250,,,,,,,0,0,,,210,210,,,200,0,0,0,140,140,,0,0,0,0,0,,0,0,,,250,240,0,,0,0,223,300,300,,,,330,330,330,330,193,193,193,193,,,,,0,0,0,0,500,,,,,,,,200,240,200,0,260,240,,204,204,204,204,400,400,400,750,250,215,,,,260
2018,May,201,201,201,201,,550,,0,300,,,,,,,0,0,,,250,250,,,305,250,250,250,200,200,,0,250,250,250,250,,0,0,,,513,240,0,,0,0,350,365,365,,,,435,435,435,435,268,268,268,268,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,400,240,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Nov,0,0,0,0,,0,,0,0,,,,,,,0,0,,,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Oct,0,0,0,0,,0,,0,0,,,,,,,0,0,,,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
2018,Sep,0,0,0,0,,0,,0,0,,,,,,,0,0,,,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,0
