state,ea,weight,hh,hhsize,index,own_pre,owntotal_pre,yearp,vintage,price_pre,curr_pre,conv2ssp,own_post,owntotal_post,price_post,curr_post,drate,drate_median,cons_d,cons_d_weekly,cons_d_daily,cons_d_daily_pc
"Northern Bahr El Ghazal",9,45.13544,5,6,"Mattress or bed","Yes",3,2000,16,150,,,"Yes",2,300,"SSP",.0959599,.0959599,96.33892,1.846331,.2637616,.0439603
"Northern Bahr El Ghazal",9,45.13544,6,10,"Mosquito net",,,,2,25,,,"Yes",3,22.5,,.05603652,.1100227,11.17505,.2141694,.0305956,.0030596
"Northern Bahr El Ghazal",9,45.13544,6,10,"Mattress or bed","Yes",4,,3,150,,,"Yes",4,200,,.0959599,.0959599,128.4519,2.461775,.3516821,.0351682
"Northern Bahr El Ghazal",9,45.13544,7,6,"Mattress or bed",,,,3,200,,,"Yes",5,200,,.00497512,.0959599,160.5649,3.077219,.4396026,.0732671
"Northern Bahr El Ghazal",9,45.13544,7,6,"Mosquito net",,0,,2,15,"SSP",,"Yes",1,22.5,,.11002269,.1100227,4.023019,.077101,.0110144,.0018357
"Northern Bahr El Ghazal",9,45.13544,7,6,"Hoe, spade or axe",,,,2,30,,,"Yes",1,30,,.00497512,.1229538,5.882475,.1127374,.0161053,.0026842
"Northern Bahr El Ghazal",9,45.13544,8,9,"Mobile phone",,0,2014,2,50,"SSP",4.66,"Yes",1,150,"SSP",.21336377,.2133638,49.90242,.9563777,.1366254,.0151806
"Northern Bahr El Ghazal",9,45.13544,8,9,"Mosquito net","Yes",5,2012,4,18,"SSP",4.45,"Yes",5,18,"SSP",.00497512,.1100227,16.09208,.3084039,.0440577,.0048953
"Northern Bahr El Ghazal",9,45.13544,8,9,"Mattress or bed","Yes",4,2009,7,70,"SDG",2.32,"Yes",5,130,"SSP",.0959599,.0959599,104.3672,2.000192,.2857417,.0317491
"Northern Bahr El Ghazal",9,45.13544,9,12,"Mosquito net",,,2014,2,10,"SSP",4.66,"Yes",2,5,"SSP",.29641116,.1100227,4.470021,.0856678,.0122383,.0010199
"Northern Bahr El Ghazal",9,45.13544,9,12,"Mattress or bed","Yes",5,2013,3,250,"SSP",4.27,"Yes",5,150,"SSP",.16076352,.0959599,152.5366,2.923357,.4176225,.0348019
"Northern Bahr El Ghazal",9,45.13544,10,4,"Bicycle","Yes",1,2008,8,150,"SSP",2.11,"Yes",1,300,,.04060447,.0406045,28.18485,.5401614,.0771659,.0192915
"Northern Bahr El Ghazal",9,45.13544,10,4,"Mobile phone","Yes",1,2007,9,140,,,"Yes",1,100,,.04148814,.2133638,33.26828,.6375851,.0910836,.0227709
"Northern Bahr El Ghazal",9,45.13544,10,4,"Mosquito net","Yes",2,2013,3,10,"SSP",4.27,"Yes",2,30,,.11002269,.1100227,10.72805,.2056026,.0293718,.0073429
"Northern Bahr El Ghazal",9,45.13544,10,4,"Mattress or bed","Yes",2,2008,8,750,"SSP",2.11,"Yes",2,200,,.15650982,.0959599,64.22594,1.230887,.175841,.0439603
"Northern Bahr El Ghazal",9,45.13544,10,4,"Electric ironer","Yes",1,2011,5,25,"SSP",3.55,"Yes",1,100,,.06814551,.0681455,12.61087,.2416868,.0345267,.0086317
"Northern Bahr El Ghazal",9,45.13544,11,12,"Mattress or bed","Yes",4,2002,14,70,"SDG",262.51,"Yes",4,200,"SSP",.0959599,.0959599,116.4095,2.230983,.3187119,.0265593
"Northern Bahr El Ghazal",9,45.13544,11,12,"Mosquito net","Yes",7,2012,4,10,"SSP",4.45,"Yes",7,18,"SSP",.11002269,.1100227,22.52891,.4317655,.0616808,.0051401
"Northern Bahr El Ghazal",9,45.13544,12,7,"Radio or transistor",,0,2012,4,120,"SSP",4.45,"Yes",1,200,"SSP",.17158885,.1715889,53.17636,1.019123,.1455889,.0207984
"Northern Bahr El Ghazal",9,45.13544,12,7,"Mattress or bed","Yes",3,,3,145,"SSP",,"Yes",3,200,"SSP",.0959599,.0959599,96.33892,1.846331,.2637616,.0376802
"Northern Bahr El Ghazal",9,45.13544,12,7,"Mosquito net","Yes",4,2012,4,10,"SSP",4.45,"Yes",4,15,"SSP",.11002269,.1100227,12.33726,.236443,.0337776,.0048254
"Northern Bahr El Ghazal",10,149.8205,1,9,"Hoe, spade or axe","Yes",4,2012,4,12,"SSP",4.45,"Yes",4,12,"SSP",.00497512,.1229538,17.05918,.3269384,.0467055,.0051895
"Northern Bahr El Ghazal",10,149.8205,1,9,"Mobile phone","Yes",1,2014,2,150,"SSP",4.66,"Yes",1,100,"SSP",.18756559,.2133638,33.26828,.6375851,.0910836,.0101204
"Northern Bahr El Ghazal",10,149.8205,1,9,"Mosquito net","Yes",2,2010,6,10,"SSP",2.31,"Yes",2,20,"SSP",.11002269,.1100227,6.258029,.1199349,.0171336,.0019037
"Northern Bahr El Ghazal",10,149.8205,1,9,"Mattress or bed",,0,2014,2,15,"SSP",4.66,"Yes",1,25,"SSP",.0959599,.0959599,4.014122,.0769305,.0109901,.0012211
"Northern Bahr El Ghazal",10,149.8205,2,7,"Mosquito net","Yes",5,2010,6,10,"SSP",2.31,"Yes",5,12,"SSP",.11002269,.1100227,12.87366,.2467231,.0352462,.0050352
"Northern Bahr El Ghazal",10,149.8205,2,7,"Hoe, spade or axe","Yes",5,2012,4,25,"SSP",4.45,"Yes",4,25,"SSP",.00497512,.1229538,19.60825,.3757912,.0536845,.0076692
"Northern Bahr El Ghazal",10,149.8205,2,7,"Mattress or bed","Yes",1,2013,3,20,"SSP",4.27,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0125601
"Northern Bahr El Ghazal",10,149.8205,3,5,"Hoe, spade or axe","Yes",3,,2,22,,,"Yes",3,30,,.12295382,.1229538,17.64742,.3382121,.048316,.0096632
"Northern Bahr El Ghazal",10,149.8205,3,5,"Mattress or bed","Yes",3,,3,150,,,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0351682
"Northern Bahr El Ghazal",10,149.8205,3,5,"Mobile phone","Yes",1,2012,4,150,,,"Yes",1,158,,.21336377,.2133638,52.56388,1.007385,.1439121,.0287824
"Northern Bahr El Ghazal",10,149.8205,3,5,"Mosquito net",,,2013,3,25,,,"Yes",4,30,,.11002269,.1100227,21.4561,.4112052,.0587436,.0117487
"Northern Bahr El Ghazal",10,149.8205,4,6,"Hoe, spade or axe","Yes",2,2013,3,40,"SSP",4.27,"Yes",2,10,"SSP",.37317361,.1229538,5.882475,.1127374,.0161053,.0026842
"Northern Bahr El Ghazal",10,149.8205,7,7,"Mattress or bed","Yes",1,,3,150,,,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0125601
"Northern Bahr El Ghazal",10,149.8205,7,7,"Hoe, spade or axe","Yes",4,2011,5,44,"SSP",3.55,"Yes",4,37.5,,.0362827,.1229538,29.41237,.5636868,.0805267,.0115038
"Northern Bahr El Ghazal",10,149.8205,7,7,"Mosquito net","Yes",6,2012,4,20,,,"Yes",5,18,,.03084204,.1100227,16.09208,.3084039,.0440577,.006294
"Northern Bahr El Ghazal",10,149.8205,8,3,"Hoe, spade or axe","Yes",3,,2,22,,,"Yes",2,30,,.12295382,.1229538,11.76495,.2254747,.0322107,.0107369
"Northern Bahr El Ghazal",10,149.8205,8,3,"Mosquito net","Yes",2,2014,2,30,,,"Yes",2,20,,.18756559,.1100227,7.152034,.1370684,.0195812,.0065271
"Northern Bahr El Ghazal",10,149.8205,9,4,"Hoe, spade or axe","Yes",2,2012,4,15,"SSP",4.45,"Yes",3,20,"SSP",.12295382,.1229538,13.72577,.2630539,.0375791,.0093948
"Northern Bahr El Ghazal",10,149.8205,9,4,"Mosquito net","Yes",2,2013,3,10,"SSP",4.27,"Yes",2,10,"SSP",.00497512,.1100227,7.152033,.1370684,.0195812,.0048953
"Northern Bahr El Ghazal",10,149.8205,10,7,"Mattress or bed","Yes",1,2012,4,200,"SSP",4.45,"Yes",1,200,"SSP",.00497512,.0959599,32.11297,.6154437,.0879205,.0125601
"Northern Bahr El Ghazal",10,149.8205,11,6,"Mattress or bed","Yes",2,,3,150,,,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0293068
"Northern Bahr El Ghazal",10,149.8205,12,7,"Mattress or bed","Yes",2,,3,150,,,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0251202
"Northern Bahr El Ghazal",11,173.5929,1,3,"Mosquito net","Yes",2,2013,3,30,"SSP",4.27,"Yes",2,30,"SSP",.00497512,.1100227,10.72805,.2056026,.0293718,.0097906
"Northern Bahr El Ghazal",11,173.5929,1,3,"Hoe, spade or axe","Yes",2,2013,3,15,"SSP",4.27,"Yes",3,15,"SSP",.00497512,.1229538,10.78454,.2066852,.0295265,.0098422
"Northern Bahr El Ghazal",11,173.5929,2,6,"Mosquito net",,,2015,1,50,"SSP",9.91,"Yes",3,35,,.30348259,.1100227,18.77409,.3598046,.0514007,.0085668
"Northern Bahr El Ghazal",11,173.5929,2,6,"Mattress or bed","Yes",2,2014,2,250,,,"Yes",4,200,,.1100227,.0959599,128.4519,2.461775,.3516821,.0586137
"Northern Bahr El Ghazal",11,173.5929,2,6,"Hoe, spade or axe",,,2015,1,30,"SSP",9.91,"Yes",1,30,"SSP",.00497512,.1229538,5.882475,.1127374,.0161053,.0026842
"Northern Bahr El Ghazal",11,173.5929,3,5,"Mattress or bed","Yes",3,2014,2,35,"SSP",4.66,"Yes",3,35,"SSP",.00497512,.0959599,69.84572,1.33859,.1912272,.0382454
"Northern Bahr El Ghazal",11,173.5929,3,5,"Mosquito net","Yes",3,2013,3,30,"SSP",4.27,"Yes",3,35,"SSP",.11002269,.1100227,16.98608,.3255375,.0465054,.0093011
"Northern Bahr El Ghazal",11,173.5929,3,5,"Hoe, spade or axe","Yes",4,2015,1,15,"SSP",9.91,"Yes",4,30,"SSP",.12295382,.1229538,23.5299,.4509495,.0644214,.0128843
"Northern Bahr El Ghazal",11,173.5929,4,7,"Bicycle",,,,5,300,,,"Yes",1,250,,.04060447,.0406045,23.48737,.4501345,.0643049,.0091864
"Northern Bahr El Ghazal",11,173.5929,4,7,"Hoe, spade or axe",,,2014,2,30,,,"Yes",2,20,,.18756559,.1229538,9.804125,.1878956,.0268422,.0038346
"Northern Bahr El Ghazal",11,173.5929,4,7,"Mattress or bed",,,,3,200,,,"Yes",1,200,,.00497512,.0959599,32.11297,.6154437,.0879205,.0125601
"Northern Bahr El Ghazal",11,173.5929,4,7,"Mosquito net",,,,2,25,,,"Yes",3,22.5,"SSP",.05603652,.1100227,11.17505,.2141694,.0305956,.0043708
"Northern Bahr El Ghazal",11,173.5929,5,5,"Hoe, spade or axe","Yes",2,,2,40,"SSP",,"Yes",4,30,,.13828318,.1229538,23.5299,.4509495,.0644214,.0128843
"Northern Bahr El Ghazal",11,173.5929,5,5,"Mosquito net","Yes",2,,2,20,,,"Yes",1,22.5,,.11002269,.1100227,4.023019,.077101,.0110144,.0022029
"Northern Bahr El Ghazal",11,173.5929,5,5,"Mattress or bed","Yes",1,2014,2,300,"SSP",4.66,"Yes",1,200,,.18756559,.0959599,32.11297,.6154437,.0879205,.0175841
"Northern Bahr El Ghazal",11,173.5929,6,8,"Mobile phone",,,,2,150,,,"Yes",1,90,,.22925705,.2133638,29.94145,.5738266,.0819752,.0102469
"Northern Bahr El Ghazal",11,173.5929,6,8,"Mosquito net",,,,2,25,,,"Yes",3,22.5,,.05603652,.1100227,11.17505,.2141694,.0305956,.0038245
"Northern Bahr El Ghazal",11,173.5929,6,8,"Mattress or bed",,,,3,200,,,"Yes",3,200,,.00497512,.0959599,96.33892,1.846331,.2637616,.0329702
"Northern Bahr El Ghazal",11,173.5929,7,7,"Hoe, spade or axe","Yes",4,2014,2,45,"SSP",4.66,"Yes",3,20,,.33665008,.1229538,15.6866,.300633,.0429476,.0061354
"Northern Bahr El Ghazal",11,173.5929,7,7,"Mosquito net","Yes",5,2015,1,35,"SSP",9.91,"Yes",3,35,"SSP",.00497512,.1100227,18.77409,.3598046,.0514007,.0073429
"Northern Bahr El Ghazal",11,173.5929,8,3,"Hoe, spade or axe",,,,2,30,,,"Yes",1,30,,.00497512,.1229538,5.882475,.1127374,.0161053,.0053684
"Northern Bahr El Ghazal",11,173.5929,10,7,"Mosquito net","Yes",2,2013,3,50,"SSP",4.27,"Yes",3,50,"SSP",.00497512,.1100227,19.66809,.3769381,.0538483,.0076926
"Northern Bahr El Ghazal",11,173.5929,10,7,"Hoe, spade or axe","Yes",3,2014,2,20,"SSP",4.66,"Yes",5,25,"SSP",.12295382,.1229538,28.43196,.5448973,.0778425,.0111204
"Northern Bahr El Ghazal",11,173.5929,11,5,"Mattress or bed","Yes",2,2014,2,30,"SSP",4.66,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0175841
"Northern Bahr El Ghazal",11,173.5929,12,6,"Mosquito net","Yes",3,2015,1,35,,,"Yes",2,35,,.00497512,.1100227,12.51606,.2398697,.0342671,.0057112
"Northern Bahr El Ghazal",11,173.5929,12,6,"Hoe, spade or axe","Yes",3,2012,4,25,"SSP",4.45,"Yes",2,25,"SSP",.00497512,.1229538,9.804125,.1878956,.0268422,.0044737
"Northern Bahr El Ghazal",12,295.0367,1,9,"Mattress or bed","Yes",4,2011,5,190,,,"Yes",4,150,,.05092295,.0959599,96.33892,1.846331,.2637616,.0293068
"Northern Bahr El Ghazal",12,295.0367,1,9,"Bicycle","Yes",1,2013,3,500,"SSP",4.27,"Yes",1,250,"SSP",.21024823,.0406045,23.48737,.4501345,.0643049,.007145
"Northern Bahr El Ghazal",12,295.0367,1,9,"Mosquito net","Yes",4,2012,4,20,,,"Yes",2,18,,.03084204,.1100227,6.43683,.1233616,.0176231,.0019581
"Northern Bahr El Ghazal",12,295.0367,2,5,"Hoe, spade or axe","Yes",6,2012,4,80,"SSP",4.45,"Yes",4,25,,.25604538,.1229538,19.60825,.3757912,.0536845,.0107369
"Northern Bahr El Ghazal",12,295.0367,2,5,"Mattress or bed","Yes",4,2011,5,190,,,"Yes",3,150,,.05092295,.0959599,72.25419,1.384748,.1978212,.0395642
"Northern Bahr El Ghazal",12,295.0367,2,5,"Mosquito net","Yes",5,2012,4,20,,,"Yes",4,18,,.03084204,.1100227,12.87366,.2467231,.0352462,.0070492
"Northern Bahr El Ghazal",12,295.0367,3,4,"Mattress or bed","Yes",1,,3,150,,,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0219801
"Northern Bahr El Ghazal",12,295.0367,4,10,"Mattress or bed","Yes",2,,3,150,"USD",,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0175841
"Northern Bahr El Ghazal",12,295.0367,5,4,"Mosquito net","Yes",3,,2,20,,,"Yes",3,22.5,,.11002269,.1100227,11.17505,.2141694,.0305956,.0076489
"Northern Bahr El Ghazal",12,295.0367,5,4,"Mattress or bed","Yes",1,,3,150,,,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0219801
"Northern Bahr El Ghazal",12,295.0367,5,4,"Hoe, spade or axe","Yes",1,,2,22,,,"Yes",1,30,,.12295382,.1229538,5.882475,.1127374,.0161053,.0040263
"Northern Bahr El Ghazal",12,295.0367,6,4,"Hoe, spade or axe","Yes",3,2011,5,25,,,"Yes",3,35,"SSP",.12295382,.1229538,21.56907,.4133703,.0590529,.0147632
"Northern Bahr El Ghazal",12,295.0367,6,4,"Mattress or bed","Yes",2,2012,4,20,"SSP",4.45,"Yes",2,20,"SSP",.00497512,.0959599,35.32427,.676988,.0967126,.0241781
"Northern Bahr El Ghazal",12,295.0367,6,4,"Mosquito net","Yes",2,2010,6,10,"SSP",2.31,"Yes",2,12,"SSP",.11002269,.1100227,4.827622,.0925212,.0132173,.0033043
"Northern Bahr El Ghazal",12,295.0367,7,7,"Mattress or bed","Yes",2,2012,4,200,"SSP",4.45,"Yes",3,200,"SSP",.00497512,.0959599,96.33892,1.846331,.2637616,.0376802
"Northern Bahr El Ghazal",12,295.0367,7,7,"Mosquito net","Yes",3,2014,2,30,"SSP",4.66,"Yes",4,20,,.18756559,.1100227,14.30407,.2741368,.0391624,.0055946
"Northern Bahr El Ghazal",12,295.0367,8,7,"Mattress or bed","Yes",20,2012,4,20,"SSP",4.45,"Yes",4,25,"SSP",.0959599,.0959599,100.353,1.923261,.2747516,.0392502
"Northern Bahr El Ghazal",12,295.0367,8,7,"Hoe, spade or axe","Yes",3,2013,3,20,"SSP",4.27,"Yes",25,25,"SSP",.12295382,.1229538,99.02166,1.897746,.2711065,.0387295
"Northern Bahr El Ghazal",12,295.0367,8,7,"Mosquito net","Yes",20,2010,6,20,"SSP",2.31,"Yes",2,20,"SSP",.00497512,.1100227,6.258029,.1199349,.0171336,.0024477
"Northern Bahr El Ghazal",12,295.0367,10,4,"Hoe, spade or axe","Yes",2,2012,4,50,"SSP",4.45,"Yes",2,25,,.16328715,.1229538,9.804125,.1878956,.0268422,.0067106
"Northern Bahr El Ghazal",12,295.0367,10,4,"Bicycle","Yes",1,,5,300,,,"Yes",1,250,,.04060447,.0406045,23.48737,.4501345,.0643049,.0160762
"Northern Bahr El Ghazal",12,295.0367,10,4,"Mosquito net","Yes",2,2014,2,30,,,"Yes",2,20,,.18756559,.1100227,7.152034,.1370684,.0195812,.0048953
"Northern Bahr El Ghazal",12,295.0367,11,5,"Mattress or bed",,,,3,200,,,"Yes",2,200,,.00497512,.0959599,64.22594,1.230887,.175841,.0351682
"Northern Bahr El Ghazal",12,295.0367,12,6,"Mattress or bed","Yes",5,2010,6,200,,,"Yes",5,200,,.00497512,.0959599,160.5649,3.077219,.4396026,.0732671
"Northern Bahr El Ghazal",12,295.0367,12,6,"Mobile phone","Yes",1,2014,2,159,,,"Yes",1,100,,.21089394,.2133638,33.26828,.6375851,.0910836,.0151806
"Northern Bahr El Ghazal",12,295.0367,12,6,"Bicycle","No",0,.z,5,300,,,"Yes",1,250,,.04060447,.0406045,23.48737,.4501345,.0643049,.0107175
"Northern Bahr El Ghazal",12,295.0367,12,6,"Mosquito net","No",0,.z,2,25,,,"Yes",3,25,,.00497512,.1100227,11.62206,.2227362,.0318195,.0053032
"Northern Bahr El Ghazal",13,280.6021,1,7,"Mattress or bed","Yes",2,2013,3,200,,,"Yes",2,200,,.00497512,.0959599,64.22594,1.230887,.175841,.0251202
"Northern Bahr El Ghazal",13,280.6021,2,7,"Mosquito net","Yes",6,,2,20,,,"Yes",6,22.5,,.11002269,.1100227,21.9031,.419772,.0599674,.0085668
"Northern Bahr El Ghazal",13,280.6021,2,7,"Mattress or bed","Yes",4,2010,6,200,"SSP",2.31,"Yes",4,200,"SSP",.00497512,.0959599,128.4519,2.461775,.3516821,.0502403
"Northern Bahr El Ghazal",13,280.6021,2,7,"Mobile phone",,,,2,150,,,"Yes",1,90,,.22925705,.2133638,29.94145,.5738266,.0819752,.0117107
"Northern Bahr El Ghazal",13,280.6021,2,7,"Bicycle","Yes",1,2009,7,300,"SSP",2.32,"Yes",1,200,,.06097308,.0406045,18.7899,.3601076,.0514439,.0073491
"Northern Bahr El Ghazal",13,280.6021,3,5,"Mattress or bed",,0,2014,2,40,"SSP",4.66,"Yes",2,200,"SSP",.0959599,.0959599,64.22594,1.230887,.175841,.0351682
"Northern Bahr El Ghazal",13,280.6021,3,5,"Mosquito net","Yes",4,2011,5,25,"SSP",3.55,"Yes",4,18,,.06824778,.1100227,12.87366,.2467231,.0352462,.0070492
"Northern Bahr El Ghazal",13,280.6021,3,5,"Hoe, spade or axe","Yes",2,2013,3,60,"SSP",4.27,"Yes",2,20,,.31008828,.1229538,7.8433,.1503165,.0214738,.0042948
"Northern Bahr El Ghazal",13,280.6021,4,7,"Mattress or bed","Yes",4,2012,4,30,"SSP",4.45,"Yes",4,25,"SSP",.04931065,.0959599,100.353,1.923261,.2747516,.0392502
"Northern Bahr El Ghazal",13,280.6021,4,7,"Hoe, spade or axe","Yes",5,2013,3,15,"SSP",4.27,"Yes",5,20,"SSP",.12295382,.1229538,19.60825,.3757912,.0536845,.0076692
"Northern Bahr El Ghazal",13,280.6021,4,7,"Mosquito net","Yes",6,2012,4,10,"SSP",4.45,"Yes",6,15,"SSP",.11002269,.1100227,18.77409,.3598046,.0514007,.0073429
"Northern Bahr El Ghazal",13,280.6021,5,9,"Mosquito net",,,2013,3,25,,,"Yes",2,30,,.11002269,.1100227,10.72805,.2056026,.0293718,.0032635
"Northern Bahr El Ghazal",13,280.6021,5,9,"Mattress or bed",,,2012,4,200,,,"Yes",2,200,,.00497512,.0959599,64.22594,1.230887,.175841,.0195379
"Northern Bahr El Ghazal",13,280.6021,5,9,"Mobile phone",,,2013,3,150,,,"Yes",1,110,,.10270672,.2133638,36.59511,.7013436,.1001919,.0111324
"Northern Bahr El Ghazal",13,280.6021,6,5,"Mosquito net","Yes",5,2013,3,25,,,"Yes",4,30,,.11002269,.1100227,21.4561,.4112052,.0587436,.0117487
"Northern Bahr El Ghazal",13,280.6021,6,5,"Hoe, spade or axe","Yes",4,2013,3,50,"SSP",4.27,"Yes",4,20,,.2668594,.1229538,15.6866,.300633,.0429476,.0085895
"Northern Bahr El Ghazal",13,280.6021,7,8,"Mattress or bed","Yes",2,2014,2,150,"SSP",4.66,"Yes",2,200,"SSP",.0959599,.0959599,64.22594,1.230887,.175841,.0219801
"Northern Bahr El Ghazal",13,280.6021,7,8,"Hoe, spade or axe","Yes",4,2013,3,20,"SSP",4.27,"Yes",4,20,"SSP",.00497512,.1229538,15.6866,.300633,.0429476,.0053684
"Northern Bahr El Ghazal",13,280.6021,8,4,"Mattress or bed","No",0,.z,3,200,,,"Yes",1,150,,.0959599,.0959599,24.08473,.4615828,.0659404,.0164851
"Northern Bahr El Ghazal",13,280.6021,9,5,"Mosquito net","Yes",2,2015,1,35,,,"Yes",1,35,,.00497512,.1100227,6.258029,.1199349,.0171336,.0034267
"Northern Bahr El Ghazal",13,280.6021,9,5,"Hoe, spade or axe","Yes",1,2013,3,35,"SSP",4.27,"Yes",3,20,,.17430196,.1229538,11.76495,.2254747,.0322107,.0064421
"Northern Bahr El Ghazal",13,280.6021,10,6,"Mosquito net","Yes",4,2011,5,19,"SSP",3.55,"Yes",2,18,,.01567681,.1100227,6.43683,.1233616,.0176231,.0029372
"Northern Bahr El Ghazal",13,280.6021,10,6,"Mattress or bed","Yes",1,2014,2,35,"SSP",4.66,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0146534
"Northern Bahr El Ghazal",13,280.6021,10,6,"Hoe, spade or axe","Yes",2,2012,4,45,"SSP",4.45,"Yes",3,25,,.1409552,.1229538,14.70619,.2818434,.0402633,.0067106
"Northern Bahr El Ghazal",13,280.6021,11,4,"Mosquito net","Yes",1,2013,3,10,"SSP",4.27,"Yes",1,15,"SSP",.11002269,.1100227,2.682013,.0514007,.0073429,.0018357
"Northern Bahr El Ghazal",13,280.6021,11,4,"Mattress or bed",,0,2014,2,25,"SSP",4.66,"Yes",2,20,"SSP",.1100227,.0959599,35.32427,.676988,.0967126,.0241781
"Northern Bahr El Ghazal",13,280.6021,11,4,"Hoe, spade or axe","Yes",2,2013,3,15,"SSP",4.27,"Yes",2,18,"SSP",.12295382,.1229538,7.451135,.1428007,.0204001,.0051
"Northern Bahr El Ghazal",13,280.6021,12,3,"Mattress or bed","Yes",2,2013,3,150,"SSP",4.27,"Yes",2,200,"SSP",.0959599,.0959599,64.22594,1.230887,.175841,.0586137
"Northern Bahr El Ghazal",14,168.794,1,7,"Hoe, spade or axe","Yes",2,2014,2,20,"SSP",4.66,"Yes",2,5,"SSP",.50248756,.1229538,6.862887,.1315269,.0187896,.0026842
"Northern Bahr El Ghazal",14,168.794,1,7,"Mattress or bed","Yes",3,2011,5,120,"SSP",3.55,"Yes",3,50,"SSP",.16479768,.0959599,56.1977,1.077026,.1538609,.0219801
"Northern Bahr El Ghazal",14,168.794,2,6,"Mattress or bed","Yes",2,,3,150,,,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0293068
"Northern Bahr El Ghazal",14,168.794,3,4,"Mattress or bed","Yes",2,2014,2,250,"SSP",4.66,"Yes",2,300,"SSP",.0959599,.0959599,80.28243,1.538609,.2198013,.0549503
"Northern Bahr El Ghazal",14,168.794,3,4,"Hoe, spade or axe","Yes",5,2013,3,15,"SSP",4.27,"Yes",5,15,"SSP",.00497512,.1229538,18.62784,.3570017,.0510002,.0127501
"Northern Bahr El Ghazal",14,168.794,4,4,"Mosquito net","Yes",3,2008,8,25,,,"Yes",3,20,,.0323458,.1100227,10.72805,.2056026,.0293718,.0073429
"Northern Bahr El Ghazal",14,168.794,4,4,"Hoe, spade or axe","Yes",4,2012,4,46,"SSP",4.45,"Yes",4,25,,.14566247,.1229538,19.60825,.3757912,.0536845,.0134211
"Northern Bahr El Ghazal",14,168.794,4,4,"Mattress or bed","Yes",2,2014,2,50,"SSP",4.66,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0439603
"Northern Bahr El Ghazal",14,168.794,5,6,"Mosquito net","Yes",3,2014,2,6,"SSP",4.66,"Yes",2,10,"SSP",.11002269,.1100227,5.364025,.1028013,.0146859,.0024477
"Northern Bahr El Ghazal",14,168.794,5,6,"Hoe, spade or axe","Yes",4,2013,3,15,"SSP",4.27,"Yes",4,20,"SSP",.12295382,.1229538,15.6866,.300633,.0429476,.0071579
"Northern Bahr El Ghazal",14,168.794,5,6,"Bicycle","Yes",1,2011,5,275,"SSP",3.55,"Yes",1,700,,.04060447,.0406045,65.76465,1.260377,.1800538,.030009
"Northern Bahr El Ghazal",14,168.794,5,6,"Mattress or bed","Yes",3,2014,2,300,"SSP",4.66,"Yes",3,200,,.18756559,.0959599,96.33892,1.846331,.2637616,.0439603
"Northern Bahr El Ghazal",14,168.794,6,8,"Mattress or bed","Yes",3,2013,3,20,"SSP",4.27,"Yes",3,50,"SSP",.0959599,.0959599,72.25419,1.384748,.1978212,.0247276
"Northern Bahr El Ghazal",14,168.794,6,8,"Hoe, spade or axe","Yes",3,2013,3,25,"SSP",4.27,"Yes",3,30,"SSP",.12295382,.1229538,13.72577,.2630539,.0375791,.0046974
"Northern Bahr El Ghazal",14,168.794,6,8,"Mosquito net","Yes",3,2013,3,25,"SSP",4.27,"Yes",3,30,"SSP",.11002269,.1100227,16.09208,.3084039,.0440577,.0055072
"Northern Bahr El Ghazal",14,168.794,7,5,"Hoe, spade or axe","Yes",3,2012,4,35,"SSP",4.45,"Yes",3,25,,.08525103,.1229538,14.70619,.2818434,.0402633,.0080527
"Northern Bahr El Ghazal",14,168.794,7,5,"Mosquito net","Yes",5,2014,2,30,"SSP",4.66,"Yes",5,20,,.18756559,.1100227,17.88008,.342671,.048953,.0097906
"Northern Bahr El Ghazal",14,168.794,7,5,"Mattress or bed","Yes",3,2011,5,65,"SSP",3.55,"Yes",3,150,,.0959599,.0959599,72.25419,1.384748,.1978212,.0395642
"Northern Bahr El Ghazal",14,168.794,8,2,"Mosquito net","Yes",1,2014,2,10,"SSP",4.66,"Yes",1,20,,.11002269,.1100227,3.576017,.0685342,.0097906,.0048953
"Northern Bahr El Ghazal",14,168.794,8,2,"Hoe, spade or axe","Yes",2,2000,16,15,"USD",,"Yes",2,50,,.12295382,.1229538,19.60825,.3757912,.0536845,.0268422
"Northern Bahr El Ghazal",14,168.794,9,11,"Mattress or bed","Yes",4,,3,150,,,"Yes",4,200,,.0959599,.0959599,128.4519,2.461775,.3516821,.0319711
"Northern Bahr El Ghazal",14,168.794,9,11,"Hoe, spade or axe","Yes",1,,2,22,,,"Yes",1,30,,.12295382,.1229538,5.882475,.1127374,.0161053,.0014641
