state,ea,weight,hh,hhsize,index,own_pre,owntotal_pre,yearp,vintage,price_pre,curr_pre,conv2ssp,own_post,owntotal_post,price_post,curr_post,drate,drate_median,cons_d,cons_d_weekly,cons_d_daily,cons_d_daily_pc
"Western Equatoria",30,52.69019,1,5,"Hoe, spade or axe","Yes",3,,2,20,"SSP",,"Yes",3,50,"SSP",.12295382,.1229538,21.56907,.4133703,.0590529,.0118106
"Western Equatoria",30,52.69019,1,5,"Bicycle","Yes",1,2011,5,280,"SSP",3.55,"Yes",1,1500,"SSP",.04060447,.0406045,140.9242,2.700807,.3858295,.0771659
"Western Equatoria",30,52.69019,2,5,"Mattress or bed",,,2014,2,200,"SSP",4.66,"Yes",3,200,"SSP",.00497512,.0959599,96.33892,1.846331,.2637616,.0527523
"Western Equatoria",30,52.69019,2,5,"Bicycle",,,2013,3,300,"SSP",4.27,"Yes",1,400,,.04060447,.0406045,37.5798,.7202151,.1028879,.0205776
"Western Equatoria",30,52.69019,2,5,"Mosquito net",,,2015,1,25,,,"Yes",3,35,,.11002269,.1100227,18.77409,.3598046,.0514007,.0102801
"Western Equatoria",30,52.69019,2,5,"Mobile phone","Yes",1,2014,2,175,"SSP",4.66,"Yes",1,100,,.24783189,.2133638,33.26828,.6375851,.0910836,.0182167
"Western Equatoria",30,52.69019,2,5,"Hoe, spade or axe","Yes",3,,2,22,,,"Yes",3,30,,.12295382,.1229538,17.64742,.3382121,.048316,.0096632
"Western Equatoria",30,52.69019,3,7,"Bicycle","Yes",1,2012,4,300,,,"Yes",1,400,,.04060447,.0406045,37.5798,.7202151,.1028879,.0146983
"Western Equatoria",30,52.69019,3,7,"Hoe, spade or axe","Yes",2,,2,22,,,"Yes",2,30,,.12295382,.1229538,11.76495,.2254747,.0322107,.0046015
"Western Equatoria",30,52.69019,3,7,"Mattress or bed",,0,2014,2,90,"SSP",4.66,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0125601
"Western Equatoria",30,52.69019,3,7,"Mosquito net",,0,2014,2,25,,,"Yes",5,20,,.1100227,.1100227,17.88008,.342671,.048953,.0069933
"Western Equatoria",30,52.69019,4,11,"Mobile phone",,,2014,2,150,"SSP",4.66,"Yes",1,100,,.18756559,.2133638,33.26828,.6375851,.0910836,.0082803
"Western Equatoria",30,52.69019,4,11,"Mosquito net","Yes",3,2013,3,25,,,"Yes",4,30,,.11002269,.1100227,21.4561,.4112052,.0587436,.0053403
"Western Equatoria",30,52.69019,4,11,"Bicycle","Yes",1,2015,1,700,"SSP",9.91,"Yes",1,350,,.04060447,.0406045,32.88232,.6301883,.0900269,.0081843
"Western Equatoria",30,52.69019,4,11,"Mattress or bed","Yes",3,2013,3,200,"SSP",4.27,"Yes",4,200,"SSP",.00497512,.0959599,128.4519,2.461775,.3516821,.0319711
"Western Equatoria",30,52.69019,4,11,"Hoe, spade or axe","Yes",2,2013,3,75,"SSP",4.27,"Yes",2,20,,.3595427,.1229538,7.8433,.1503165,.0214738,.0019522
"Western Equatoria",30,52.69019,5,7,"Mattress or bed","Yes",4,2013,3,200,"SSP",4.27,"Yes",4,450,"SSP",.0959599,.0959599,168.5931,3.231079,.4615828,.0659404
"Western Equatoria",30,52.69019,5,7,"Mosquito net","Yes",4,2015,1,100,"SSP",9.91,"Yes",4,250,"SSP",.11002269,.1100227,63.4743,1.216482,.1737832,.0248262
"Western Equatoria",30,52.69019,5,7,"Mobile phone","Yes",1,2014,2,350,"SSP",4.66,"Yes",2,350,"SSP",.00497512,.2133638,149.7073,2.869133,.4098761,.0585537
"Western Equatoria",30,52.69019,5,7,"Bicycle","Yes",2,2013,3,450,"SSP",4.27,"Yes",2,700,"SSP",.04060447,.0406045,103.3444,1.980592,.2829417,.0404202
"Western Equatoria",30,52.69019,5,7,"Hoe, spade or axe",,0,2014,2,900,"SSP",4.66,"Yes",7,600,"SSP",.18756559,.1229538,152.9444,2.931172,.4187388,.0598198
"Western Equatoria",30,52.69019,5,7,"Motorcycle/motor","Yes",1,2014,2,7000,"SSP",4.66,"Yes",2,9000,"SSP",.12206381,.1220638,2494.424,47.80552,6.82936,.9756228
"Western Equatoria",30,52.69019,6,4,"Mobile phone",,0,2014,2,120,"SSP",4.66,"Yes",1,100,,.09167072,.2133638,33.26828,.6375851,.0910836,.0227709
"Western Equatoria",30,52.69019,6,4,"Hoe, spade or axe","Yes",2,,2,22,,,"Yes",2,30,,.12295382,.1229538,11.76495,.2254747,.0322107,.0080527
"Western Equatoria",30,52.69019,6,4,"Mattress or bed","Yes",2,2012,4,240,"SSP",4.45,"Yes",2,200,,.04931065,.0959599,64.22594,1.230887,.175841,.0439603
"Western Equatoria",30,52.69019,7,8,"Bicycle",,0,2014,2,600,"SSP",4.66,"Yes",1,400,,.18756559,.0406045,37.5798,.7202151,.1028879,.012861
"Western Equatoria",30,52.69019,7,8,"Mosquito net",,0,2014,2,25,,,"Yes",5,20,,.1100227,.1100227,17.88008,.342671,.048953,.0061191
"Western Equatoria",30,52.69019,7,8,"Radio or transistor",,0,2014,2,100,,,"Yes",1,50,,.29641116,.1715889,13.29409,.2547807,.0363972,.0045497
"Western Equatoria",30,52.69019,7,8,"Mattress or bed","Yes",2,2012,4,200,,,"Yes",3,200,,.00497512,.0959599,96.33892,1.846331,.2637616,.0329702
"Western Equatoria",30,52.69019,7,8,"Motorcycle/motor","Yes",1,2012,4,3300,,,"Yes",1,2000,,.12206381,.1220638,389.7537,7.469612,1.067087,.1333859
"Western Equatoria",30,52.69019,7,8,"Hoe, spade or axe","Yes",3,2012,4,25,,,"Yes",3,25,,.00497512,.1229538,14.70619,.2818434,.0402633,.0050329
"Western Equatoria",30,52.69019,7,8,"Mobile phone","Yes",2,2012,4,240,"SSP",4.45,"Yes",2,158,,.1037165,.2133638,105.1278,2.014769,.2878242,.035978
"Western Equatoria",30,52.69019,8,10,"Radio or transistor",,0,2015,1,80,"SSP",9.91,"Yes",1,100,,.17158885,.1715889,26.58818,.5095613,.0727945,.0072794
"Western Equatoria",30,52.69019,8,10,"Hoe, spade or axe","Yes",6,2014,2,250,"SSP",4.66,"Yes",2,20,,.71856447,.1229538,9.804125,.1878956,.0268422,.0026842
"Western Equatoria",30,52.69019,8,10,"Mattress or bed",,,,3,200,,,"Yes",4,200,,.00497512,.0959599,128.4519,2.461775,.3516821,.0351682
"Western Equatoria",30,52.69019,8,10,"Bicycle","Yes",1,2013,3,600,"SSP",4.27,"Yes",2,400,,.13076571,.0406045,75.15959,1.44043,.2057758,.0205776
"Western Equatoria",30,52.69019,8,10,"Mosquito net",,,2014,2,25,,,"Yes",4,20,,.1100227,.1100227,14.30407,.2741368,.0391624,.0039162
"Western Equatoria",30,52.69019,9,5,"Hoe, spade or axe","Yes",3,,2,22,,,"Yes",3,30,,.12295382,.1229538,17.64742,.3382121,.048316,.0096632
"Western Equatoria",30,52.69019,9,5,"Mattress or bed","Yes",2,,3,150,,,"Yes",2,200,,.0959599,.0959599,64.22594,1.230887,.175841,.0351682
"Western Equatoria",30,52.69019,9,5,"Bicycle","Yes",1,,5,300,,,"Yes",1,250,,.04060447,.0406045,23.48737,.4501345,.0643049,.012861
"Western Equatoria",30,52.69019,10,6,"Hoe, spade or axe","Yes",5,2012,4,20,"SSP",4.45,"Yes",4,50,"SSP",.12295382,.1229538,24.51031,.469739,.0671056,.0111843
"Western Equatoria",30,52.69019,11,4,"Mobile phone","Yes",1,2012,4,250,"SSP",4.45,"Yes",1,400,"SSP",.21336377,.2133638,133.0731,2.55034,.3643343,.0910836
"Western Equatoria",30,52.69019,11,4,"Mosquito net","Yes",2,2013,3,25,,,"Yes",2,30,,.11002269,.1100227,10.72805,.2056026,.0293718,.0073429
"Western Equatoria",30,52.69019,11,4,"Mattress or bed","Yes",2,2013,3,300,"SSP",4.27,"Yes",2,600,"SSP",.0959599,.0959599,128.4519,2.461775,.3516821,.0879205
"Western Equatoria",30,52.69019,11,4,"Bicycle","Yes",1,2014,2,600,"SSP",4.66,"Yes",1,900,"SSP",.04060447,.0406045,84.55454,1.620484,.2314977,.0578744
"Western Equatoria",30,52.69019,11,4,"Hoe, spade or axe","Yes",3,2014,2,25,"SSP",4.66,"Yes",3,50,"SSP",.12295382,.1229538,21.56907,.4133703,.0590529,.0147632
"Western Equatoria",30,52.69019,12,12,"Hoe, spade or axe","Yes",8,2012,4,15,"SSP",4.45,"Yes",8,50,"SSP",.12295382,.1229538,44.11856,.8455303,.12079,.0100658
"Western Equatoria",30,52.69019,12,12,"Bicycle","Yes",1,2005,11,220,"SSP",246.93,"Yes",1,1250,"SSP",.04060447,.0406045,117.4369,2.250672,.3215246,.0267937
"Western Equatoria",30,52.69019,12,12,"Mattress or bed","Yes",2,2005,11,80,"SSP",246.93,"Yes",2,300,"SSP",.0959599,.0959599,88.31068,1.69247,.2417815,.0201485
"Western Equatoria",30,52.69019,12,12,"Mosquito net","Yes",2,2013,3,25,,,"Yes",2,30,,.11002269,.1100227,10.72805,.2056026,.0293718,.0024477
"Western Equatoria",31,33.12113,1,6,"Mosquito net","Yes",2,2013,3,25,,,"Yes",2,30,,.11002269,.1100227,10.72805,.2056026,.0293718,.0048953
"Western Equatoria",31,33.12113,1,6,"Mobile phone",,0,2014,2,125,"SSP",4.66,"Yes",1,60,"SSP",.31062654,.2133638,19.96097,.3825511,.0546502,.0091084
"Western Equatoria",31,33.12113,1,6,"Mattress or bed","Yes",2,2015,1,600,"SSP",9.91,"Yes",1,600,"SSP",.00497512,.0959599,96.33892,1.846331,.2637616,.0439603
"Western Equatoria",31,33.12113,1,6,"Hoe, spade or axe","Yes",4,2011,5,80,"SSP",3.55,"Yes",4,37.5,,.14488959,.1229538,29.41237,.5636868,.0805267,.0134211
"Western Equatoria",31,33.12113,2,4,"Bicycle",,0,2012,4,275,"SSP",4.45,"Yes",1,400,,.04060447,.0406045,37.5798,.7202151,.1028879,.025722
"Western Equatoria",31,33.12113,2,4,"Mobile phone",,,2014,2,150,,,"Yes",1,100,,.18756559,.2133638,33.26828,.6375851,.0910836,.0227709
"Western Equatoria",31,33.12113,2,4,"Mosquito net",,,2014,2,25,,,"Yes",2,20,,.1100227,.1100227,7.152034,.1370684,.0195812,.0048953
"Western Equatoria",31,33.12113,2,4,"Mattress or bed",,,2014,2,600,"SSP",4.66,"Yes",2,200,,.42552212,.0959599,64.22594,1.230887,.175841,.0439603
"Western Equatoria",31,33.12113,3,2,"Mobile phone","Yes",1,,2,150,,,"Yes",1,90,,.22925705,.2133638,29.94145,.5738266,.0819752,.0409876
"Western Equatoria",31,33.12113,3,2,"Mosquito net",,,2015,1,25,,,"Yes",1,35,,.11002269,.1100227,6.258029,.1199349,.0171336,.0085668
"Western Equatoria",31,33.12113,3,2,"Mattress or bed",,,,3,200,,,"Yes",1,200,,.00497512,.0959599,32.11297,.6154437,.0879205,.0439603
"Western Equatoria",31,33.12113,3,2,"Hoe, spade or axe","Yes",1,2015,1,50,"SSP",9.91,"Yes",3,30,,.12295382,.1229538,17.64742,.3382121,.048316,.024158
"Western Equatoria",31,33.12113,4,9,"Hoe, spade or axe","Yes",5,,2,22,,,"Yes",5,30,,.12295382,.1229538,29.41237,.5636868,.0805267,.0089474
"Western Equatoria",31,33.12113,4,9,"Mattress or bed","Yes",6,2010,6,800,"SSP",2.31,"Yes",6,200,,.21024823,.0959599,192.6778,3.692662,.5275232,.0586137
"Western Equatoria",31,33.12113,5,2,"Mobile phone","Yes",1,2013,3,80,"SSP",4.27,"Yes",1,110,,.21336377,.2133638,36.59511,.7013436,.1001919,.050096
"Western Equatoria",31,33.12113,5,2,"Mosquito net",,0,2014,2,25,,,"Yes",2,20,,.1100227,.1100227,7.152034,.1370684,.0195812,.0097906
"Western Equatoria",31,33.12113,5,2,"Mattress or bed","Yes",2,2009,7,175,"SSP",2.32,"Yes",2,130,,.0463438,.0959599,41.74686,.8000768,.1142967,.0571483
"Western Equatoria",31,33.12113,5,2,"Hoe, spade or axe","Yes",3,2008,8,45,"SSP",2.11,"Yes",3,30,,.05414943,.1229538,17.64742,.3382121,.048316,.024158
"Western Equatoria",31,33.12113,6,4,"Radio or transistor",,,2013,3,85,"SSP",4.27,"Yes",1,75,,.04563453,.1715889,19.94114,.382171,.0545959,.013649
"Western Equatoria",31,33.12113,6,4,"Bicycle",,,2014,2,475,"SSP",4.66,"Yes",1,400,,.08690255,.0406045,37.5798,.7202151,.1028879,.025722
"Western Equatoria",31,33.12113,6,4,"Mobile phone",,,,2,150,,,"Yes",1,90,,.22925705,.2133638,29.94145,.5738266,.0819752,.0204938
"Western Equatoria",31,33.12113,6,4,"Mattress or bed",,,,3,200,,,"Yes",2,200,,.00497512,.0959599,64.22594,1.230887,.175841,.0439603
"Western Equatoria",31,33.12113,6,4,"Mosquito net",,,,2,25,,,"Yes",2,22.5,,.05603652,.1100227,7.599036,.1456352,.020805,.0052013
"Western Equatoria",31,33.12113,7,9,"Refrigerator","Yes",2,2012,4,600,"SSP",4.45,"Yes",1,1250,,.04508303,.045083,123.8167,2.372942,.3389918,.0376658
"Western Equatoria",31,33.12113,7,9,"Radio or transistor","Yes",1,2013,3,100,,,"Yes",1,75,,.0959599,.1715889,19.94114,.382171,.0545959,.0060662
"Western Equatoria",31,33.12113,7,9,"Mobile phone","Yes",4,2013,3,150,,,"Yes",4,110,,.10270672,.2133638,146.3804,2.805374,.4007678,.0445298
"Western Equatoria",31,33.12113,7,9,"Fan","Yes",4,2012,4,250,,,"Yes",4,150,,.12426693,.1607635,149.7899,2.870717,.4101025,.0455669
"Western Equatoria",31,33.12113,7,9,"Mosquito net","Yes",12,2014,2,30,"USD",,"Yes",12,20,,.18756559,.1100227,42.9122,.8224104,.1174872,.0130541
"Western Equatoria",31,33.12113,7,9,"Television",,0,2014,2,1000,"USD",,"Yes",1,700,,.16750246,.0444837,68.85732,1.319648,.1885211,.0209468
"Western Equatoria",31,33.12113,7,9,"Cars",,,2012,4,23000,,,"Yes",1,25000,,.04520391,.0452039,2479.795,47.52517,6.789309,.7543676
"Western Equatoria",31,33.12113,7,9,"Motorcycle/motor","Yes",1,2014,2,4750,"SSP",4.66,"Yes",1,3800,,.1100227,.1220638,740.532,14.19226,2.027466,.225274
"Western Equatoria",31,33.12113,7,9,"Satellite dish",,0,2014,2,350,,,"Yes",1,200,,.24783189,.1243517,39.59622,.7588598,.1084085,.0120454
"Western Equatoria",31,33.12113,7,9,"Computer or laptop","Yes",2,2013,3,800,"USD",,"Yes",2,1500,,.02960368,.0296037,314.2048,6.02172,.8602458,.0955829
"Western Equatoria",31,33.12113,7,9,"Mattress or bed","Yes",8,2014,2,250,,,"Yes",12,200,"SSP",.1100227,.0959599,385.3557,7.385324,1.055046,.1172274
"Western Equatoria",31,33.12113,8,5,"Hoe, spade or axe","Yes",5,2010,6,25,,,"Yes",5,25,,.00497512,.1229538,24.51031,.469739,.0671056,.0134211
"Western Equatoria",31,33.12113,8,5,"Mattress or bed","Yes",6,2011,5,1200,"SSP",3.55,"Yes",6,150,,.3435284,.0959599,144.5084,2.769497,.3956424,.0791285
"Western Equatoria",31,33.12113,8,5,"Mobile phone","Yes",1,2014,2,350,"SSP",4.66,"Yes",3,100,,.46813683,.2133638,99.80484,1.912755,.2732508,.0546502
"Western Equatoria",31,33.12113,8,5,"Bicycle","Yes",3,2011,5,900,"SSP",3.55,"Yes",3,700,,.05375185,.0406045,112.7394,2.160645,.3086636,.0617327
"Western Equatoria",31,33.12113,8,5,"Motorcycle/motor","Yes",2,2011,5,6000,"SSP",3.55,"Yes",2,2000,,.20125218,.1220638,779.5073,14.93922,2.134175,.426835
"Western Equatoria",31,33.12113,8,5,"Mosquito net",,0,2014,2,25,,,"Yes",6,20,,.1100227,.1100227,21.4561,.4112052,.0587436,.0117487
"Western Equatoria",31,33.12113,9,3,"Mosquito net","Yes",1,2014,2,100,"SSP",4.66,"Yes",2,20,,.55501135,.1100227,7.152034,.1370684,.0195812,.0065271
"Western Equatoria",31,33.12113,9,3,"Mattress or bed","Yes",1,2014,2,600,"SSP",4.66,"Yes",2,450,"SSP",.13828318,.0959599,104.3672,2.000192,.2857417,.0952472
"Western Equatoria",31,33.12113,9,3,"Bicycle",,0,2015,1,1500,"SSP",9.91,"Yes",1,1500,"SSP",.00497512,.0406045,140.9242,2.700807,.3858295,.1286099
"Western Equatoria",31,33.12113,9,3,"Hoe, spade or axe","Yes",2,2006,10,30,"SSP",219.11,"Yes",2,25,,.02295219,.1229538,9.804125,.1878956,.0268422,.0089474
"Western Equatoria",31,33.12113,9,3,"Mobile phone","Yes",1,2015,1,420,"SSP",9.91,"Yes",2,350,"SSP",.1708126,.2133638,149.8736,2.872321,.4103316,.1367772
"Western Equatoria",31,33.12113,10,5,"Mosquito net","Yes",3,2011,5,75,"SSP",3.55,"Yes",3,18,,.25204377,.1100227,9.655245,.1850423,.0264346,.0052869
"Western Equatoria",31,33.12113,10,5,"Mobile phone","Yes",2,2012,4,210,"SSP",4.45,"Yes",2,158,,.07329099,.2133638,105.1278,2.014769,.2878242,.0575648
"Western Equatoria",31,33.12113,10,5,"Radio or transistor",,0,2015,1,50,"SSP",9.91,"Yes",1,100,,.17158885,.1715889,26.58818,.5095613,.0727945,.0145589
"Western Equatoria",31,33.12113,10,5,"Motorcycle/motor",,0,2015,1,10000,"SSP",9.91,"Yes",1,9000,"SSP",.10447761,.1220638,1753.891,33.61325,4.801893,.9603786
"Western Equatoria",31,33.12113,10,5,"Mattress or bed","Yes",3,2011,5,400,"SSP",3.55,"Yes",3,150,,.18221302,.0959599,72.25419,1.384748,.1978212,.0395642
"Western Equatoria",31,33.12113,10,5,"Hoe, spade or axe",,0,2015,1,50,"SSP",9.91,"Yes",2,30,,.12295382,.1229538,11.76495,.2254747,.0322107,.0064421
"Western Equatoria",31,33.12113,11,6,"Mosquito net","Yes",1,2015,1,35,,,"Yes",3,35,,.00497512,.1100227,18.77409,.3598046,.0514007,.0085668
"Western Equatoria",31,33.12113,11,6,"Radio or transistor","Yes",2,2014,2,50,"SSP",4.66,"Yes",1,50,"SSP",.00497512,.1715889,13.29409,.2547807,.0363972,.0060662
"Western Equatoria",31,33.12113,11,6,"Bicycle","Yes",1,,5,300,,,"Yes",1,250,,.04060447,.0406045,23.48737,.4501345,.0643049,.0107175
"Western Equatoria",31,33.12113,11,6,"Mattress or bed","Yes",6,2013,3,300,"SSP",4.27,"Yes",7,200,,.13076571,.0959599,224.7908,4.308106,.6154436,.1025739
"Western Equatoria",31,33.12113,11,6,"Mobile phone","Yes",2,2012,4,150,,,"Yes",3,158,,.21336377,.2133638,157.6917,3.022153,.4317362,.071956
"Western Equatoria",31,33.12113,11,6,"Hoe, spade or axe","Yes",4,2014,2,45,"SSP",4.66,"Yes",4,60,"SSP",.12295382,.1229538,29.41237,.5636868,.0805267,.0134211
"Western Equatoria",31,33.12113,12,2,"Mosquito net",,0,2014,2,15,"SSP",4.66,"Yes",1,20,,.11002269,.1100227,3.576017,.0685342,.0097906,.0048953
"Western Equatoria",31,33.12113,12,2,"Mattress or bed","Yes",2,2014,2,250,,,"Yes",1,200,,.1100227,.0959599,32.11297,.6154437,.0879205,.0439603
"Western Equatoria",32,367.5795,1,3,"Mosquito net",,0,2014,2,25,,,"Yes",1,20,,.1100227,.1100227,3.576017,.0685342,.0097906,.0032635
"Western Equatoria",32,367.5795,1,3,"Hoe, spade or axe","Yes",10,2007,9,150,"SSP",2.1,"Yes",15,200,"SSP",.12295382,.1229538,176.4742,3.382121,.4831601,.1610534
"Western Equatoria",32,367.5795,1,3,"Bicycle","Yes",2,2012,4,1150,"SSP",4.45,"Yes",2,400,,.23585729,.0406045,75.15959,1.44043,.2057758,.0685919
"Western Equatoria",32,367.5795,1,3,"Mobile phone","Yes",1,2014,2,205,"SSP",4.66,"Yes",2,180,"SSP",.06761933,.2133638,93.15118,1.785238,.255034,.0850113
"Western Equatoria",32,367.5795,1,3,"Mattress or bed","Yes",1,2012,4,60,"SSP",4.45,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0293068
"Western Equatoria",32,367.5795,2,7,"Mosquito net",,0,2014,2,25,,,"Yes",7,20,,.1100227,.1100227,25.03212,.4797394,.0685342,.0097906
"Western Equatoria",32,367.5795,2,7,"Mattress or bed","Yes",3,,3,150,,,"Yes",3,200,,.0959599,.0959599,96.33892,1.846331,.2637616,.0376802
"Western Equatoria",32,367.5795,2,7,"Hoe, spade or axe","Yes",7,,2,22,,,"Yes",7,30,,.12295382,.1229538,41.17732,.7891616,.1127374,.0161053
"Western Equatoria",32,367.5795,2,7,"Bicycle","Yes",2,,5,300,,,"Yes",2,250,,.04060447,.0406045,46.97475,.9002689,.1286099,.0183728
"Western Equatoria",32,367.5795,3,2,"Hoe, spade or axe","Yes",4,,2,22,,,"Yes",4,30,,.12295382,.1229538,23.5299,.4509495,.0644214,.0322107
"Western Equatoria",32,367.5795,3,2,"Mosquito net",,0,2014,2,25,,,"Yes",2,20,,.1100227,.1100227,7.152034,.1370684,.0195812,.0097906
"Western Equatoria",32,367.5795,3,2,"Mattress or bed","Yes",2,2009,7,300,"SSP",2.32,"Yes",2,130,,.11701895,.0959599,41.74686,.8000768,.1142967,.0571483
"Western Equatoria",32,367.5795,3,2,"Bicycle","Yes",1,2008,8,300,,,"Yes",1,300,,.00497512,.0406045,28.18485,.5401614,.0771659,.038583
"Western Equatoria",32,367.5795,4,10,"Mobile phone","Yes",1,2010,6,150,"SSP",2.31,"Yes",1,600,"SSP",.21336377,.2133638,199.6097,3.825511,.5465015,.0546502
"Western Equatoria",32,367.5795,4,10,"Hoe, spade or axe","Yes",6,2011,5,25,"SSP",3.55,"Yes",8,50,"SSP",.12295382,.1229538,61.27578,1.174348,.1677639,.0167764
"Western Equatoria",32,367.5795,4,10,"Bicycle","Yes",1,2012,4,300,"SSP",4.45,"Yes",1,950,"SSP",.04060447,.0406045,89.25202,1.710511,.2443587,.0244359
"Western Equatoria",32,367.5795,4,10,"Mosquito net","Yes",4,,2,20,,,"Yes",6,22.5,,.11002269,.1100227,21.9031,.419772,.0599674,.0059967
"Western Equatoria",32,367.5795,4,10,"Mattress or bed","Yes",3,2014,2,300,"SSP",4.66,"Yes",4,500,"SSP",.0959599,.0959599,176.6214,3.38494,.4835629,.0483563
"Western Equatoria",32,367.5795,5,5,"Hoe, spade or axe","Yes",5,2003,13,30,,,"Yes",5,25,,.01883268,.1229538,24.51031,.469739,.0671056,.0134211
"Western Equatoria",32,367.5795,5,5,"Bicycle","Yes",1,2004,12,250,"SSP",26.92,"Yes",1,200,"SSP",.02330694,.0406045,18.7899,.3601076,.0514439,.0102888
"Western Equatoria",32,367.5795,5,5,"Mosquito net",,0,2015,1,25,,,"Yes",5,35,,.11002269,.1100227,31.29015,.5996743,.0856678,.0171336
"Western Equatoria",32,367.5795,6,4,"Bicycle","Yes",2,2010,6,600,"SSP",2.31,"Yes",2,300,,.11353361,.0406045,56.3697,1.080323,.1543318,.038583
"Western Equatoria",32,367.5795,6,4,"Hoe, spade or axe","Yes",2,,2,22,,,"Yes",2,30,,.12295382,.1229538,11.76495,.2254747,.0322107,.0080527
"Western Equatoria",32,367.5795,6,4,"Mattress or bed","Yes",1,2011,5,100,"SSP",3.55,"Yes",1,150,,.0959599,.0959599,24.08473,.4615828,.0659404,.0164851
"Western Equatoria",32,367.5795,6,4,"Mobile phone",,0,2014,2,100,"SSP",4.66,"Yes",1,100,"SSP",.00497512,.2133638,33.26828,.6375851,.0910836,.0227709
"Western Equatoria",32,367.5795,6,4,"Mosquito net",,0,2014,2,25,,,"Yes",4,20,,.1100227,.1100227,14.30407,.2741368,.0391624,.0097906
"Western Equatoria",32,367.5795,7,6,"Hoe, spade or axe","Yes",3,2012,4,15,"SSP",4.45,"Yes",3,50,"SSP",.12295382,.1229538,19.60825,.3757912,.0536845,.0089474
"Western Equatoria",32,367.5795,7,6,"Mosquito net","Yes",3,2013,3,25,,,"Yes",3,30,,.11002269,.1100227,16.09208,.3084039,.0440577,.0073429
"Western Equatoria",32,367.5795,8,7,"Bicycle","Yes",1,2003,13,300,"SSP",26.92,"Yes",1,400,"SSP",.04060447,.0406045,37.5798,.7202151,.1028879,.0146983
"Western Equatoria",32,367.5795,8,7,"Radio or transistor",,0,2003,13,200,"SSP",26.92,"Yes",1,200,"SSP",.00497512,.1715889,53.17636,1.019123,.1455889,.0207984
"Western Equatoria",32,367.5795,8,7,"Mobile phone",,0,2015,1,120,"SSP",9.91,"Yes",1,85,"SSP",.29519071,.2133638,28.27804,.5419474,.077421,.0110601
"Western Equatoria",32,367.5795,8,7,"Hoe, spade or axe","Yes",3,2013,3,7,"SSP",4.27,"Yes",12,45,"SSP",.12295382,.1229538,51.96186,.9958467,.1422638,.0203234
"Western Equatoria",32,367.5795,8,7,"Mattress or bed",,,,3,75,"USD",,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0125601
"Western Equatoria",32,367.5795,8,7,"Mosquito net","Yes",6,2015,1,20,"SSP",9.91,"Yes",7,15,"SSP",.25373134,.1100227,40.23019,.7710098,.1101443,.0157349
"Western Equatoria",32,367.5795,9,4,"Hoe, spade or axe","Yes",5,2011,5,45,"SSP",3.55,"Yes",3,60,"SSP",.12295382,.1229538,26.47114,.5073181,.072474,.0181185
"Western Equatoria",32,367.5795,9,4,"Bicycle","Yes",1,2005,11,190,"SSP",246.93,"Yes",1,700,"SSP",.04060447,.0406045,65.76465,1.260377,.1800538,.0450135
"Western Equatoria",32,367.5795,10,3,"Hoe, spade or axe","Yes",4,2011,5,25,,,"Yes",4,37.5,,.12295382,.1229538,29.41237,.5636868,.0805267,.0268422
"Western Equatoria",32,367.5795,10,3,"Mattress or bed","Yes",1,2010,6,100,"SSP",2.31,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0293068
"Western Equatoria",32,367.5795,10,3,"Mosquito net",,0,2014,2,25,,,"Yes",1,20,,.1100227,.1100227,3.576017,.0685342,.0097906,.0032635
"Western Equatoria",32,367.5795,10,3,"Bicycle","Yes",1,,5,200,"SSP",,"Yes",1,800,"SSP",.04060447,.0406045,75.15959,1.44043,.2057758,.0685919
"Western Equatoria",32,367.5795,11,1,"Hoe, spade or axe","Yes",2,2000,16,45,,,"Yes",2,50,,.12295382,.1229538,19.60825,.3757912,.0536845,.0536845
"Western Equatoria",32,367.5795,11,1,"Mosquito net","No",0,.z,2,25,,,"Yes",1,25,,.00497512,.1100227,4.470021,.0856678,.0122383,.0122383
"Western Equatoria",32,367.5795,11,1,"Mattress or bed","Yes",1,,3,150,,,"Yes",1,200,,.0959599,.0959599,32.11297,.6154437,.0879205,.0879205
"Western Equatoria",32,367.5795,12,5,"Hoe, spade or axe","Yes",5,,2,22,,,"Yes",5,30,,.12295382,.1229538,29.41237,.5636868,.0805267,.0161053
"Western Equatoria",32,367.5795,12,5,"Mosquito net",,0,2014,2,25,,,"Yes",5,20,,.1100227,.1100227,17.88008,.342671,.048953,.0097906
"Western Equatoria",33,172.0585,1,7,"Bicycle","Yes",2,2000,16,75,"SSP",257.14,"Yes",1,800,"SSP",.04060447,.0406045,75.15959,1.44043,.2057758,.0293965
"Western Equatoria",33,172.0585,1,7,"Hoe, spade or axe","Yes",2,2014,2,72,"SSP",4.66,"Yes",2,150,"SSP",.12295382,.1229538,35.29485,.6764242,.096632,.0138046
"Western Equatoria",33,172.0585,1,7,"Mosquito net","Yes",4,2013,3,25,"SSP",4.27,"Yes",3,75,"SSP",.11002269,.1100227,24.13811,.4626059,.0660866,.0094409
"Western Equatoria",33,172.0585,1,7,"Mattress or bed","Yes",3,2013,3,600,"SSP",4.27,"Yes",3,900,"SSP",.0959599,.0959599,208.7343,4.000384,.5714834,.0816405
