state,ea,hh,weight,hhweight,year,plinePPP,poor,tc_imp,wave,accesibility,night_lights,population
WESTERN BAHR EL GHAZAL,31,6,18.94022179,132.5815582,2015,8.712560654,1,6.528983116,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,7,18.94022179,246.2228851,2015,8.712560654,1,1.659790158,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,8,18.94022179,132.5815582,2015,8.712560654,1,3.30419445,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,9,18.94022179,18.94022179,2015,8.712560654,0,8.280516624,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,10,18.94022179,151.5217743,2015,8.712560654,1,3.962230444,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,11,18.94022179,246.2228851,2015,8.712560654,1,1.874388695,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,31,12,18.94022179,18.94022179,2015,8.712560654,0,24.19048691,1,411,0.043429911,20
WESTERN BAHR EL GHAZAL,32,1,127.4693832,764.8162842,2016,8.712560654,1,3.608543634,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,1,127.4693832,1019.755066,2015,8.712560654,1,3.748357773,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,2,127.4693832,1402.163208,2016,8.712560654,0,8.835600853,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,2,127.4693832,1657.101929,2015,8.712560654,1,3.362841368,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,3,127.4693832,509.877533,2016,8.712560654,0,11.78832912,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,3,127.4693832,382.4081421,2015,8.712560654,0,17.78927422,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,4,127.4693832,892.2857056,2015,8.712560654,1,2.053504229,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,4,127.4693832,892.2857056,2016,8.712560654,1,3.296563148,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,5,127.4693832,892.2857056,2015,8.712560654,1,4.30699873,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,6,127.4693832,1657.101929,2016,8.712560654,1,4.193257332,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,6,127.4693832,1019.755066,2015,8.712560654,0,15.13435459,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,7,127.4693832,1274.693848,2015,8.712560654,1,5.005105972,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,8,127.4693832,254.9387665,2015,8.712560654,0,10.48675442,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,9,127.4693832,1019.755066,2015,8.712560654,1,4.245967388,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,10,127.4693832,1274.693848,2015,8.712560654,1,2.508996487,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,10,127.4693832,1147.224487,2016,8.712560654,1,1.917437673,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,11,127.4693832,1274.693848,2015,8.712560654,1,2.794696093,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,32,11,127.4693832,1529.632568,2016,8.712560654,1,2.417647123,2,1,0.118842952,431.5
WESTERN BAHR EL GHAZAL,32,12,127.4693832,892.2857056,2015,8.712560654,1,1.373487949,1,1,0.118842952,450
WESTERN BAHR EL GHAZAL,34,1,57.8024292,346.8145752,2015,8.712560654,0,12.16473293,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,2,57.8024292,115.6048584,2015,8.712560654,0,13.68786049,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,3,57.8024292,173.4072876,2015,8.712560654,0,9.276965141,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,4,57.8024292,173.4072876,2015,8.712560654,0,12.4492712,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,5,57.8024292,231.2097168,2015,8.712560654,0,17.22402191,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,6,57.8024292,751.4315796,2015,8.712560654,1,2.521494627,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,7,57.8024292,289.012146,2015,8.712560654,1,3.791867495,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,8,57.8024292,173.4072876,2015,8.712560654,0,79.12882996,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,9,57.8024292,404.6170044,2015,8.712560654,1,2.248781681,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,10,57.8024292,404.6170044,2015,8.712560654,1,5.676733017,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,11,57.8024292,693.6291504,2015,8.712560654,1,0.611210883,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,34,12,57.8024292,404.6170044,2015,8.712560654,1,2.490807772,1,408,0.042448308,22
WESTERN BAHR EL GHAZAL,35,1,71.70152283,645.3137207,2015,8.712560654,1,1.356955171,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,2,71.70152283,788.7167358,2015,8.712560654,1,5.131068707,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,3,71.70152283,645.3137207,2015,8.712560654,1,4.904669762,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,4,71.70152283,358.5076294,2015,8.712560654,1,5.620792866,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,5,71.70152283,358.5076294,2015,8.712560654,0,9.065081596,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,6,71.70152283,645.3137207,2015,8.712560654,0,12.04585075,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,7,71.70152283,501.9106445,2015,8.712560654,1,3.240740538,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,8,71.70152283,573.6121826,2015,8.712560654,1,5.71857214,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,9,71.70152283,860.4182739,2015,8.712560654,1,5.297628403,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,10,71.70152283,501.9106445,2015,8.712560654,1,7.470324993,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,11,71.70152283,573.6121826,2015,8.712560654,0,11.09265614,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,35,12,71.70152283,645.3137207,2015,8.712560654,1,8.151904106,1,0,0.110670902,699
WESTERN BAHR EL GHAZAL,37,1,364.7072449,3647.07251,2016,8.712560654,1,2.262516022,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,1,364.7072449,3647.07251,2015,8.712560654,1,2.254188061,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,2,364.7072449,2552.950684,2016,8.712560654,1,3.637753725,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,2,364.7072449,2188.243408,2015,8.712560654,1,2.026013136,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,3,364.7072449,6564.730469,2016,8.712560654,0,16.81203651,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,3,364.7072449,7294.14502,2015,8.712560654,0,10.55703545,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,4,364.7072449,4011.779785,2015,8.712560654,1,4.316084385,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,4,364.7072449,3647.07251,2016,8.712560654,1,1.507732153,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,5,364.7072449,2552.950684,2015,8.712560654,1,6.181542397,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,5,364.7072449,2917.657959,2016,8.712560654,1,3.103904247,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,6,364.7072449,2917.657959,2016,8.712560654,1,2.137709379,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,6,364.7072449,2917.657959,2015,8.712560654,1,4.06243515,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,7,364.7072449,2552.950684,2016,8.712560654,1,1.81320107,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,7,364.7072449,2552.950684,2015,8.712560654,1,8.350837708,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,8,364.7072449,1823.536255,2016,8.712560654,1,4.155794621,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,8,364.7072449,1823.536255,2015,8.712560654,1,4.617174149,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,9,364.7072449,3282.365234,2016,8.712560654,1,1.949434042,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,9,364.7072449,6200.022949,2015,8.712560654,1,4.347593307,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,10,364.7072449,8752.973633,2016,8.712560654,1,1.671098113,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,10,364.7072449,364.7072449,2015,8.712560654,0,77.1177063,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,11,364.7072449,4741.194336,2016,8.712560654,1,3.719786167,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,11,364.7072449,2552.950684,2015,8.712560654,1,6.38249445,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,37,12,364.7072449,2188.243408,2016,8.712560654,1,2.02685833,2,0.5,0.10705737,739.5
WESTERN BAHR EL GHAZAL,37,12,364.7072449,2188.243408,2015,8.712560654,1,4.105762959,1,0,0.108417258,789
WESTERN BAHR EL GHAZAL,38,1,38.92644882,350.3380432,2015,8.712560654,1,6.725986004,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,2,38.92644882,467.1173706,2015,8.712560654,1,3.503341198,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,3,38.92644882,77.85289764,2015,8.712560654,0,17.70947266,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,4,38.92644882,155.7057953,2015,8.712560654,0,8.993697166,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,5,38.92644882,311.4115906,2015,8.712560654,1,8.040863037,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,6,38.92644882,311.4115906,2015,8.712560654,1,4.182668686,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,7,38.92644882,194.6322479,2015,8.712560654,0,13.3881321,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,8,38.92644882,583.8967285,2015,8.712560654,1,3.586547136,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,9,38.92644882,700.6760864,2015,8.712560654,0,12.26306534,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,10,38.92644882,389.2644958,2015,8.712560654,1,3.024521112,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,11,38.92644882,155.7057953,2015,8.712560654,0,22.16531181,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,38,12,38.92644882,311.4115906,2015,8.712560654,1,2.212399244,1,1,0.137722984,121.5
WESTERN BAHR EL GHAZAL,39,1,37.58119583,187.9059753,2015,8.712560654,1,3.979176521,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,1,37.58119583,263.0683594,2016,8.712560654,1,3.159369946,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,2,37.58119583,37.58119583,2015,8.712560654,0,36.54862213,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,2,37.58119583,37.58119583,2016,8.712560654,0,29.83866119,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,3,37.58119583,300.6495667,2015,8.712560654,0,9.473220825,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,3,37.58119583,300.6495667,2016,8.712560654,1,6.389591217,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,4,37.58119583,413.393158,2016,8.712560654,1,1.293667912,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,4,37.58119583,263.0683594,2015,8.712560654,1,2.049484968,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,5,37.58119583,187.9059753,2016,8.712560654,1,6.951885223,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,5,37.58119583,150.3247833,2015,8.712560654,1,4.60135746,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,6,37.58119583,37.58119583,2016,8.712560654,0,21.59116364,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,6,37.58119583,112.7435913,2015,8.712560654,0,19.57235336,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,7,37.58119583,187.9059753,2015,8.712560654,1,2.441897869,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,7,37.58119583,75.16239166,2016,8.712560654,1,4.917029381,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,8,37.58119583,263.0683594,2015,8.712560654,0,11.01158524,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,8,37.58119583,263.0683594,2016,8.712560654,1,3.463362217,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,9,37.58119583,601.2991333,2016,8.712560654,1,2.963896275,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,9,37.58119583,488.555542,2015,8.712560654,0,9.99506855,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,10,37.58119583,112.7435913,2015,8.712560654,0,19.82408524,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,10,37.58119583,112.7435913,2016,8.712560654,1,1.885862827,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,11,37.58119583,300.6495667,2016,8.712560654,1,2.382244825,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,39,11,37.58119583,187.9059753,2015,8.712560654,1,3.515637875,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,12,37.58119583,112.7435913,2015,8.712560654,0,13.11208248,1,1,0.098401025,412
WESTERN BAHR EL GHAZAL,39,12,37.58119583,112.7435913,2016,8.712560654,1,5.74348259,2,1,0.098467104,433
WESTERN BAHR EL GHAZAL,40,1,34.9765625,314.7890625,2015,8.712560654,1,3.286944866,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,1,34.9765625,314.7890625,2016,8.712560654,1,3.110035181,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,2,34.9765625,104.9296875,2016,8.712560654,0,9.021788597,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,2,34.9765625,104.9296875,2015,8.712560654,0,17.37129593,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,3,34.9765625,209.859375,2015,8.712560654,1,3.269530773,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,3,34.9765625,209.859375,2016,8.712560654,1,3.491508007,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,4,34.9765625,104.9296875,2016,8.712560654,1,5.742321014,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,4,34.9765625,104.9296875,2015,8.712560654,1,4.176822186,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,5,34.9765625,314.7890625,2016,8.712560654,1,2.023146152,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,5,34.9765625,419.71875,2015,8.712560654,1,0.215386406,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,6,34.9765625,314.7890625,2016,8.712560654,0,9.442472458,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,6,34.9765625,314.7890625,2015,8.712560654,0,10.83639717,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,7,34.9765625,419.71875,2015,8.712560654,0,15.52677917,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,7,34.9765625,419.71875,2016,8.712560654,1,6.990077019,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,8,34.9765625,69.953125,2016,8.712560654,1,7.636072636,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,8,34.9765625,174.8828125,2015,8.712560654,1,7.210513592,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,9,34.9765625,209.859375,2015,8.712560654,1,2.796999216,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,9,34.9765625,209.859375,2016,8.712560654,1,4.327379704,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,10,34.9765625,209.859375,2015,8.712560654,1,7.83915329,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,11,34.9765625,279.8125,2016,8.712560654,1,4.609728813,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,11,34.9765625,279.8125,2015,8.712560654,1,3.943013668,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,12,34.9765625,174.8828125,2016,8.712560654,0,8.528554916,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,40,12,34.9765625,174.8828125,2015,8.712560654,0,12.15124893,1,0,0.152170748,412
WESTERN BAHR EL GHAZAL,40,13,141.3033905,1413.033936,2016,8.712560654,1,2.207496405,2,0,0.151441976,395
WESTERN BAHR EL GHAZAL,43,1,74.41822052,446.5093384,2015,8.712560654,0,23.88537598,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,2,74.41822052,520.9275513,2015,8.712560654,1,5.739802361,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,3,74.41822052,520.9275513,2015,8.712560654,1,8.094861031,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,4,74.41822052,372.091095,2015,8.712560654,1,8.114234924,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,5,74.41822052,818.6004028,2015,8.712560654,1,7.750212193,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,6,74.41822052,446.5093384,2015,8.712560654,0,10.87896824,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,7,74.41822052,520.9275513,2015,8.712560654,0,54.54981613,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,8,74.41822052,744.1821899,2015,8.712560654,0,33.57117844,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,9,74.41822052,818.6004028,2015,8.712560654,1,4.066060543,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,10,74.41822052,446.5093384,2015,8.712560654,0,9.74618721,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,11,74.41822052,1562.782593,2015,8.712560654,1,6.33245039,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,43,12,74.41822052,297.6728821,2015,8.712560654,0,10.54835129,1,0,0.136375219,957.5
WESTERN BAHR EL GHAZAL,44,1,90.59818268,905.9818115,2015,8.712560654,1,2.627589226,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,2,90.59818268,815.383667,2015,8.712560654,1,5.35760355,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,3,90.59818268,452.9909058,2015,8.712560654,0,10.04640102,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,4,90.59818268,362.3927307,2015,8.712560654,1,4.495061398,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,5,90.59818268,362.3927307,2015,8.712560654,1,2.240562677,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,6,90.59818268,724.7854614,2015,8.712560654,1,2.148349762,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,7,90.59818268,181.1963654,2015,8.712560654,0,11.13504791,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,8,90.59818268,452.9909058,2015,8.712560654,1,4.34453249,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,9,90.59818268,905.9818115,2015,8.712560654,1,2.945860147,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,10,90.59818268,181.1963654,2015,8.712560654,1,5.286323547,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,11,90.59818268,815.383667,2015,8.712560654,0,12.94780731,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,44,12,90.59818268,634.1872559,2015,8.712560654,1,3.501100302,1,0,0.161544144,538
WESTERN BAHR EL GHAZAL,46,1,30.13458633,241.0766907,2015,8.712560654,0,109.594635,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,2,30.13458633,271.2112732,2015,8.712560654,1,6.198223591,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,3,30.13458633,421.8842163,2015,8.712560654,0,22.90898323,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,4,30.13458633,241.0766907,2015,8.712560654,0,9.295239449,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,5,30.13458633,180.8075256,2015,8.712560654,1,4.759737492,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,6,30.13458633,210.9421082,2015,8.712560654,1,3.721427441,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,7,30.13458633,180.8075256,2015,8.712560654,1,3.464092731,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,8,30.13458633,120.5383453,2015,8.712560654,1,3.146790266,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,9,30.13458633,150.6729279,2015,8.712560654,0,17.13242912,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,10,30.13458633,331.4804382,2015,8.712560654,1,1.556948543,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,11,30.13458633,301.3458557,2015,8.712560654,1,5.536991119,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,46,12,30.13458633,391.7496338,2015,8.712560654,1,3.207792282,1,408.5,0.040489469,21
WESTERN BAHR EL GHAZAL,47,1,58.82760239,470.6208191,2015,8.712560654,1,5.500380516,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,1,58.82760239,411.7932129,2016,8.712560654,1,4.184043407,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,2,58.82760239,117.6552048,2016,8.712560654,0,8.351240158,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,2,58.82760239,352.9656067,2015,8.712560654,1,6.961542606,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,3,58.82760239,352.9656067,2016,8.712560654,1,5.107919693,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,3,58.82760239,588.276001,2015,8.712560654,1,7.153157711,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,4,58.82760239,294.1380005,2015,8.712560654,0,13.6657753,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,4,58.82760239,294.1380005,2016,8.712560654,1,7.373835564,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,5,58.82760239,294.1380005,2015,8.712560654,0,16.07488823,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,5,58.82760239,294.1380005,2016,8.712560654,0,16.91819382,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,6,58.82760239,529.4484253,2015,8.712560654,0,11.30568314,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,7,58.82760239,294.1380005,2016,8.712560654,1,3.327943563,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,7,58.82760239,294.1380005,2015,8.712560654,0,10.39198685,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,8,58.82760239,294.1380005,2015,8.712560654,0,16.3398037,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,9,58.82760239,294.1380005,2015,8.712560654,0,16.0024929,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,9,58.82760239,294.1380005,2016,8.712560654,0,10.54655743,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,10,58.82760239,294.1380005,2015,8.712560654,0,12.33334255,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,10,58.82760239,294.1380005,2016,8.712560654,1,5.322415829,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,11,58.82760239,470.6208191,2016,8.712560654,1,4.037661076,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,11,58.82760239,529.4484253,2015,8.712560654,0,10.2919178,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,12,58.82760239,705.9312134,2015,8.712560654,1,4.133268356,1,0,0.164353564,802
WESTERN BAHR EL GHAZAL,47,12,58.82760239,588.276001,2016,8.712560654,1,2.725106239,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,13,398.4304199,2390.58252,2016,8.712560654,1,6.403308868,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,47,14,398.4304199,3585.873779,2016,8.712560654,1,2.245402813,2,0,0.164353564,722
WESTERN BAHR EL GHAZAL,48,1,69.79914856,837.5897827,2016,8.712560654,1,3.105209112,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,1,69.79914856,767.7906494,2015,8.712560654,1,3.254748821,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,2,69.79914856,628.1923218,2015,8.712560654,1,5.912685871,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,3,69.79914856,418.7948914,2015,8.712560654,1,7.68683672,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,4,69.79914856,558.3931885,2016,8.712560654,0,12.64535809,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,4,69.79914856,558.3931885,2015,8.712560654,0,11.28933811,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,5,69.79914856,697.9914551,2016,8.712560654,1,6.331753731,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,5,69.79914856,837.5897827,2015,8.712560654,1,8.207781792,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,6,69.79914856,558.3931885,2016,8.712560654,1,3.395206928,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,6,69.79914856,488.5940552,2015,8.712560654,1,3.455307722,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,7,69.79914856,279.1965942,2015,8.712560654,0,18.75932693,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,8,69.79914856,558.3931885,2015,8.712560654,1,5.850074768,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,9,69.79914856,488.5940552,2015,8.712560654,1,6.881621361,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,9,69.79914856,488.5940552,2016,8.712560654,1,3.086510181,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,10,69.79914856,488.5940552,2015,8.712560654,0,10.6334877,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,10,69.79914856,348.9957275,2016,8.712560654,1,4.394310474,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,11,69.79914856,977.1881104,2015,8.712560654,1,3.131291389,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,11,69.79914856,488.5940552,2016,8.712560654,1,4.24052906,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,12,69.79914856,907.388916,2015,8.712560654,0,21.83036804,1,0,0.159586638,369.5
WESTERN BAHR EL GHAZAL,48,12,69.79914856,628.1923218,2016,8.712560654,1,5.001957893,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,13,126.0637589,1008.510071,2016,8.712560654,1,4.083677769,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,14,126.0637589,504.2550354,2016,8.712560654,1,2.536698341,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,15,126.0637589,882.4462891,2016,8.712560654,1,4.755652905,2,0,0.158778042,354.5
WESTERN BAHR EL GHAZAL,48,16,126.0637589,882.4462891,2016,8.712560654,1,4.027027607,2,0,0.158778042,354.5
LAKES,1,1,19.79653931,98.98269653,2016,8.712560654,0,16.01344299,2,5.5,0.057727747,229
