data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6975664,728,SSD1045,1045,20-Mar-14,2014,2,Battles,Government regains territory,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Radio Tamazuj,Regional,SPLA forces recaptured Malakal from SPLA/M-IO.,0,1583194175,SSD
6728394,729,SUD6269,6269,20-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Mellit,14.1333,25.55,2,Radio Dabanga,National,"Aerial bombardments lasted two days in the Mellit locality: 19-20 March. On the 19, Dara Kharif and Nagat in the area of Malawi were targeted. 3 people killed. And on the 20, Um Sidir and Goz Tuga were targeted. 2 people killed.",3,1579554671,SDN
5824476,729,SUD6271,6271,20-Mar-14,2014,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Sudan),Pastoralists (Sudan),7,37,Northern Africa,Sudan,North Darfur,Saraf Omra,,Saraf Omra,13.4771,23.3117,1,Radio Dabanga,National,"In Mukshasha, Saraf Umra locality, 9 militia opened fire on a man while he was herding cattle.",0,1567462225,SDN
6728418,729,SUD6274,6274,20-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"RSF attacked the areas of: Sharafa, Arasho, Um Beji, and Tangarara in East Jebel Marra",0,1579554671,SDN
6733796,729,SUD6276,6276,20-Mar-14,2014,1,Violence against civilians,Sexual violence,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),Women (Sudan),7,17,Northern Africa,Sudan,South Darfur,Nyala,,Nyala,12.0556,24.8906,2,Radio Dabanga,National,"In Hijer and Um Gunja, southeast of Nyala, RSF raped and kidnapped 4 women.",0,1579554690,SDN
5826548,729,SUD6270,6270,20-Mar-14,2014,1,Violence against civilians,Abduction/forced disappearance,Militia (Pro-Government),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,West Darfur,El Geneina,,Murnei,12.9542,22.8669,2,Radio Dabanga,National,"Militia abducted two men in Araw village, south of Murnei.",0,1567462227,SDN
6311930,728,SSD1046,1046,20-Mar-14,2014,1,Battles,Armed clash,Dinka Ethnic Militia (South Sudan),,4,Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Alamtoch East,Maluell,6.51,29.91,1,Sudan Tribune,Regional,"Clashes between Kook-awach Dinka and Kook-ker Pacuar Dinka, suspected to be revenge attacks from August of the previous year. Clashes occurred in Malual-acuooth on 20/3/2014 and Ayen Mayar on 18/3/2014. 15 people killed.",8,1572403782,SSD
6729276,729,SUD6266,6266,19-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,South Darfur,Bielel,,Bielel,11.9926,25.036,1,Radio Dabanga,National,"RSF attacked Sani Deleiba in Bielel, South Darfur. 2 men were killed.",2,1579554674,SDN
5827686,729,SUD6265,6265,19-Mar-14,2014,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,South Darfur,Kass,,Kass,12.5052,24.2855,1,Radio Dabanga,National,Pro government militia killed one man while opening fire on a brick factory in Kass.,1,1567462229,SDN
6729346,729,SUD6264,6264,19-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,SAF bombed areas in East Jebel Marra over two days: 19-20 March.,0,1579554675,SDN
6973378,728,SSD1042,1042,19-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Sudan Tribune; Radio Tamazuj; VOA,Regional-International,"Government forces say they have re-captured Malakal; however, rebel forces still control some parts of Malakal. The city is divided. 1 SPLM/A soldier killed and two wounded. Some sources report a much higher death toll.",1,1583194165,SSD
6728419,729,SUD6267,6267,19-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"RSF attacked the areas of: Rubkona, Faki Idriss, Doba El Omda, and Hillet Bani Hussein, Hila Baja, Mando, Payara, and Sosa in East Jebel Marra. They killed at least 1 person and many cattle.",1,1579554671,SDN
6975210,728,SSD1043,1043,19-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Panyikang,Tonga,Tonga,9.4744,31.0451,1,PR Newswire,International,Fighting reported in Tonga and Adar.,0,1583194173,SSD
6867690,728,SSD1041,1041,19-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Melut,Khor Adar,Khor Adar,10.3833,32.25,1,PR Newswire,International,Fighting reported in Tonga and Adar.,0,1581982136,SSD
6975734,728,SSD1044,1044,19-Mar-14,2014,1,Violence against civilians,Attack,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Civilians (South Sudan),Dinka Ethnic Group (South Sudan); Maban Ethnic Group (South Sudan); Shilluk Ethnic Group (South Sudan),7,27,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Radio Tamazuj,Regional,"Retreating SPLA/M-IO forces attack places owned by people of the Dinka, Shilluk and Maban ethnic groups.",0,1583194176,SSD
5827581,729,SUD6263,6263,19-Mar-14,2014,1,Battles,Armed clash,Rizaygat Ethnic Militia (Sudan),Pastoralists (Sudan),4,Maaliya Ethnic Militia (Sudan),Pastoralists (Sudan),4,44,Northern Africa,Sudan,East Darfur,Ed Daein,,Abu Jabra,11.3663,26.7799,1,Radio Dabanga,National,"In Khamsat, Abu Jabra locality, Rizeigat and Maalia herders fought. 5 people died.",5,1567462229,SDN
6733822,729,SUD6262,6262,19-Mar-14,2014,1,Violence against civilians,Sexual violence,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),Women (Sudan),7,17,Northern Africa,Sudan,Central Darfur,Rokoro,,Kobei,13.3733,24.5782,1,HRW,Other,"RSF attack Kobei village. At least 2 killed, and several women raped.",2,1579554690,SDN
6976256,728,SSD1035,1035,18-Mar-14,2014,2,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Longochuk,Renk,Guel Guk,9.7572,32.9797,2,Sudan Tribune,Regional,"Fighting reported in Guel Guk [Golguk, Gel Gok] in Longchuk county.",0,1583194180,SSD
6312492,728,SSD1038,1038,18-Mar-14,2014,1,Battles,Armed clash,Twic East Area Youth Militia (South Sudan),,4,Murle Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Jonglei,Twic East,Kongor,Panyagor,7.1633,31.4059,2,Sudan Tribune,Regional,"After goats were stolen from Paliau in the Panding area of Twic East, the community attempted to attack the raiders. 4 people from Twic East were killed and one wounded.",4,1572403783,SSD
6312250,728,SSD1037,1037,18-Mar-14,2014,1,Battles,Armed clash,Dinka Ethnic Militia (South Sudan),,4,Dinka Ethnic Militia (South Sudan),,4,44,Eastern Africa,South Sudan,Lakes,Rumbek East,Alamtoch East,Maluell,6.51,29.91,2,Sudan Tribune,Regional,"Clashes between Kook-awach Dinka and Kook-ker Pacuar Dinka, suspected to be revenge attacks from August of the previous year. Clashes occurred in Malual-acuooth on 20/3/2014 and Ayen Mayar on 18/3/2014. 15 people killed.",7,1572403783,SSD
5823819,729,SUD6258,6258,18-Mar-14,2014,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Sudan),Women (Sudan),7,37,Northern Africa,Sudan,North Darfur,Kebkabiya,,Tina,13.4822,24.7666,1,Radio Dabanga,National,"Militia looted cattle from the village of Tina, west of Tawila. The militia shot at a woman.",0,1567462224,SDN
6729055,729,SUD6259,6259,18-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"From report: ""The Sudanese Air Force continued to bomb areas in East Jebel Marra for the third day in a row. The villages of Korofala, Tukumari, Goz Dor, Konjara, Khartoum Belleil, and Gargoz were bombed """,0,1579554674,SDN
6976353,728,SSD1040,1040,18-Mar-14,2014,1,Violence against civilians,Abduction/forced disappearance,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Civilians (South Sudan),,7,27,Eastern Africa,South Sudan,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,2,Sudan Tribune,Regional,"Opposition forces abducted hostages from Paju, Panyang Payam, near Duk. The location is also near Uror, an opposition stronghold.",0,1583194181,SSD
6730359,729,SUD6261,6261,18-Mar-14,2014,1,Battles,Armed clash,Militia (Pro-Government),,3,Police Forces of Sudan (1989-2019),,1,13,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,1,Sudan News Agency; Radio Dabanga,National,"Clashes between police and border guards/militia. Militia were attempted to steal from UNAMID and police intervened. As police chased the militia, fighting broke out. 1 police officer and 1 militia died.",2,1579554678,SDN
5324667,728,SSD1039,1039,18-Mar-14,2014,2,Violence against civilians,Attack,Military Forces of South Sudan (2011-),,1,Civilians (South Sudan),Aid Workers (South Sudan),7,17,Eastern Africa,South Sudan,Central Equatoria,Juba,Juba,Juba,4.8609,31.6178,3,AP,International,"Reports that the government has beaten UN personnel and aid workers - targetting workers who are South Sudanese and those who are vehicle drivers. In addition, vehicles have been forcibly searched.",0,1561469338,SSD
6975684,728,SSD1036,1036,18-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Radio Tamazuj,Regional,Fighting in Malakal continues.,0,1583194175,SSD
6729678,729,SUD6260,6260,18-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Mellit,14.1333,25.55,2,Radio Dabanga,National,"RSF attacked the villages of Malawi and Foda, West of Mellit. Attacks lasted two days from: 17-18 March. Homes were set on fire.",0,1579554676,SDN
6976509,728,SSD1034,1034,18-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Baliet,Sobat,Akoke,9.74,32.18,1,UN (unspecified),Other,Fighting reported in Akoka.,0,1583194181,SSD
6729474,729,SUD6252,6252,17-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"SAF bombed the areas of Nimra, Dali, Jebel Dango, and West Forofala in East Jebel Marra. People and livestock were killed.",0,1579554675,SDN
6729229,729,SUD6244,6244,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Tawilla,,Hillat Deba,13.3041,24.9068,1,Radio Dabanga,National,RSF attack Hillet Deba for second day.,0,1579554674,SDN
6729230,729,SUD6245,6245,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Hillet Sharif,14.167,25.6694,1,Radio Dabanga,National,RSF attack Hillet Sharif Hano for second day.,0,1579554674,SDN
6867739,729,SUD6249,6249,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Umm Sidra,13.73,27.1353,1,Radio Dabanga,National,RSF attack Umm Sidra for second day.,0,1581982136,SDN
6868014,729,SUD6243,6243,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Dar El Salam,13.0565,25.5221,1,Radio Dabanga,National,RSF attack El Salam for second day.,0,1581982137,SDN
6976054,728,SSD1032,1032,17-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Sudan Tribune,Regional,Fighting in Malakal continues.,0,1583194178,SSD
6729287,729,SUD6256,6256,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Mellit,14.1333,25.55,2,Radio Dabanga,National,"RSF attacked the villages of Malawi and Foda, West of Mellit. Attacks lasted two days from: 17-18 March. Homes were set on fire.",0,1579554674,SDN
5823365,729,SUD6254,6254,17-Mar-14,2014,1,Protests,Peaceful protest,Protesters (Sudan),,6,,,0,60,Northern Africa,Sudan,South Darfur,Nyala,,Nyala,12.0556,24.8906,1,Radio Dabanga,National,"From report: ""The price of a gallon of diesel at the black market has risen to SDG60 ($10.50). Vegetable farmers staged a protest in front of the South Darfur Governors office. """,0,1567462224,SDN
5834895,729,SUD6257,6257,17-Mar-14,2014,1,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,South Kordofan,Dilling,,Jabal Dalamen,11.6027,30.4106,1,Radio Tamazuj,National,"In Um Guli, Dalami locality, 3 civilians were killed during a raid on a cattle camp by unidentified armed actors.",3,1567462238,SDN
5823377,729,SUD6253,6253,17-Mar-14,2014,1,Protests,Peaceful protest,Protesters (Sudan),,6,,,0,60,Northern Africa,Sudan,South Darfur,Bielel,,Bielel,11.9926,25.036,2,Radio Dabanga,National,IDPs at El Salam protested against the slow pace of registration.,0,1567462224,SDN
6867878,729,SUD6255,6255,17-Mar-14,2014,1,Violence against civilians,Sexual violence,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),Women (Sudan),7,17,Northern Africa,Sudan,West Darfur,Kreinik,,Hashaba,13.7551,23.1866,2,Radio Dabanga,National,"Over 30,000 were displaced as the RSF attacked 25 villages including: Hashaba El Donkey, Hillat Kurkib, Hillat Bagar, Hillat Abdel Majid, Hillat Amur, Hillat Malawi, Hillat Shamouta, and Hillat Mastour from March 16-17. The RSF set villages on fire as well as raped and abducted women.",0,1581982137,SDN
6312118,728,SSD1033,1033,17-Mar-14,2014,1,Battles,Armed clash,Unidentified Communal Militia (South Sudan),,4,Military Forces of South Sudan (2011-),Police Forces of South Sudan (2011-),1,14,Eastern Africa,South Sudan,Lakes,Rumbek Centre,Kuei,Rumbek,6.819,29.7,2,Sudan Tribune,Regional,"Fighting between herder militia and SPLA/SPSS in Roornhom village, Kuel-Kuac. The area is southwest of Rumbek. 2 soldiers were killed. Cattle were stolen.",2,1572403782,SSD
6729409,729,SUD6251,6251,17-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"From report: ""The Sudanese Air Force continued to bomb areas in East Jebel Marra for the third day in a row. The villages of Korofala, Tukumari, Goz Dor, Konjara, Khartoum Belleil, and Gargoz were bombed """,1,1579554675,SDN
6728386,729,SUD6247,6247,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Sany Haya,14.4577,25.3374,1,Radio Dabanga,National,RSF attack Sany Haya for second day.,0,1579554671,SDN
5823685,729,SUD6242,6242,17-Mar-14,2014,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,South Darfur,Bielel,,Kalma,12.0052,25.0154,2,Radio Dabanga,National,"Armed group attacked the area of Dalba, Niteaga locality.",0,1567462224,SDN
6729720,729,SUD6248,6248,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Shangil Tobay,13.0597,25.1894,1,Radio Dabanga,National,RSF attack Shangil Tobay for second day.,0,1579554676,SDN
6729722,729,SUD6246,6246,17-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Kebkabiya,,Krekir,13.6842,24.0415,1,Radio Dabanga,National,RSF attack Krekir for second day.,0,1579554676,SDN
6729212,729,SUD6250,6250,17-Mar-14,2014,1,Battles,Armed clash,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Darfur Joint Resistance Forces,,2,12,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"From report: """"Darfur joint resistance forces"" killed nine RSF troops and destroyed a number of vehicles in a battle in the area north of Fanga on Monday evening.""",9,1579554674,SDN
6729234,729,SUD6233,6233,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Kebkabiya,,Krekir,13.6842,24.0415,1,Radio Dabanga,National,RSF attack Krekir.,0,1579554674,SDN
6729290,729,SUD6235,6235,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Shangil Tobay,13.0597,25.1894,1,Radio Dabanga,National,RSF attack Shangil Tobay.,0,1579554674,SDN
6729293,729,SUD6232,6232,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Hillet Sharif,14.167,25.6694,1,Radio Dabanga,National,RSF attack Hillet Sharif Hano.,0,1579554674,SDN
6729295,729,SUD6234,6234,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Mellit,,Sany Haya,14.4577,25.3374,1,Radio Dabanga,National,RSF attack Sany Haya.,0,1579554674,SDN
6867794,729,SUD6241,6241,16-Mar-14,2014,1,Violence against civilians,Sexual violence,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),Women (Sudan),7,17,Northern Africa,Sudan,West Darfur,Kreinik,,Hashaba,13.7551,23.1866,2,Radio Dabanga,National,"Over 30,000 were displaced as the RSF attacked 25 villages including Hashaba El Donkey, Hillat Kurkib, Hillat Bagar, Hillat Abdel Majid, Hillat Amur, Hillat Malawi, Hillat Shamouta, and Hillat Mastour from March 16-17. The RSF set villages on fire as well as raped and abducted women.",0,1581982136,SDN
5825882,729,SUD6240,6240,16-Mar-14,2014,1,Violence against civilians,Attack,Militia (Pro-Government),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,South Darfur,Gereida,,Gereida,11.2754,25.1403,2,Radio Dabanga,National,A lorry was ambushed travelling between Gireida-Jughana road in South Darfur. 3 people were killed.,3,1567462227,SDN
6868069,729,SUD6230,6230,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Dar El Salam,13.0565,25.5221,1,Radio Dabanga,National,RSF attack El Salam.,0,1581982137,SDN
6866854,729,SUD6228,6228,16-Mar-14,2014,2,Strategic developments,Looting/property destruction,SPLM-N: Sudan Peoples Liberation Movement (North),,2,Civilians (Sudan),Farmers (Sudan),7,27,Northern Africa,Sudan,South Kordofan,Dilling,,Dilling,12.0661,29.6522,2,Al Jareeda,National,"Looting: From report: ""10150 heads of cattle looted by Peoples Army (SPLA) in South Kordofan.""",0,1581982133,SDN
6973376,728,SSD1030,1030,16-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Upper Nile,Malakal,Obwa,Malakal,9.541,31.652,1,Anadolu Agency; Sudan Tribune,Regional-International,"Fighting in Malakal continues. Fighting also reported in Makal, just north of Malakal.",0,1583194165,SSD
6973377,728,SSD1031,1031,16-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Duk Youth Militia (South Sudan),,3,23,Eastern Africa,South Sudan,Jonglei,Duk,Duk Padiet,Duk Fadiat,7.7508,31.4087,1,SSBC TV; Anadolu Agency,National-International,"In Palouch and surrounding areas, Duk County, fighting broke out between youth and opposition forces for three days. Deaths: Friday - 17 opposition, 6 youth; Sunday - 9 opposition, 3 youths.",12,1583194165,SSD
6730179,729,SUD6237,6237,16-Mar-14,2014,1,Battles,Armed clash,Darfur Joint Resistance Forces,,2,Military Forces of Sudan (1989-2019),,1,12,Northern Africa,Sudan,Central Darfur,Rokoro,,Daya,13.2127,24.3748,2,Radio Dabanga,National,Darfur forces attacked a military convoy travelling between El Ashara and Finga in East Jebel Marra. 44 government troops killed.,44,1579554678,SDN
6867914,729,SUD6236,6236,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Dar El Salam,,Umm Sidra,13.73,27.1353,1,Radio Dabanga,National,RSF attack Umm Sidra.,0,1581982137,SDN
6728931,729,SUD6239,6239,16-Mar-14,2014,1,Explosions/Remote violence,Air/drone strike,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"From report: ""The Sudanese Air Force continued to bomb areas in East Jebel Marra for the third day in a row. The villages of Korofala, Tukumari, Goz Dor, Konjara, Khartoum Belleil, and Gargoz were bombed """,1,1579554673,SDN
6729708,729,SUD6231,6231,16-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Tawilla,,Hillat Deba,13.3041,24.9068,1,Radio Dabanga,National,RSF attack Hillet Deba.,0,1579554676,SDN
5329397,729,SUD6229,6229,16-Mar-14,2014,1,Protests,Peaceful protest,Protesters (Sudan),,6,,,0,60,Northern Africa,Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,Al Taghyeer (Sudan),National,"From report: ""Elements from the security agency have closed Khartoum International Airport and prevented travellers to get into the airport for several hours in protest of the Khartoum Airport authorities decision to contract Al-Hadaf Security Company for the security and surveillance of the Khartoum Airport. """,0,1561469360,SDN
6729211,729,SUD6238,6238,16-Mar-14,2014,1,Battles,Armed clash,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Darfur Joint Resistance Forces,,2,12,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,Darfur Forces and RSF fought in East Jebel Marra.,0,1579554674,SDN
6729745,729,SUD6225,6225,15-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019) Rapid Support Forces,,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,North Darfur,Kebkabiya,,Konjar,13.7332,24.5832,1,Radio Dabanga,National,"The areas of Tarny, Khartoum Belleil, and Konjara in East Jebel Marra were attacked by the RSF. Villages were set on fire and looted. People fled to Tawila areas.",0,1579554676,SDN
6728542,729,SUD6223,6223,15-Mar-14,2014,1,Violence against civilians,Attack,Military Forces of Sudan (1989-2019),,1,Civilians (Sudan),,7,17,Northern Africa,Sudan,Central Darfur,Zalingei,,Zalingei,12.9,23.4811,2,Radio Dabanga,National,"Soldiers were assaulting IDP in Nierteti camp. From report: ""soldiers beat a group of displaced from the camp and robbed them of their belongings. Some of the victims were seriously injured.""",0,1579554672,SDN
6976369,729,SUD6227,6227,15-Mar-14,2014,3,Strategic developments,Other,Government of Sudan (1989-2019),Judges (Sudan),1,SPLM-N: Sudan People's Liberation Movement (North),,2,12,Northern Africa,Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,Sudan Tribune,National,"Non-violent activity: In March 2014, Sudanese Court handed the capital punishment to 19 SPLM-N officials, including Chairman Malik Agar and Secretary-General Yasser Aman, and sentenced 47 other SPLM-N members to life in prison in connection with the outbreak of conflict in Blue Nile state in September 2011. Sudanese President Omer al-Bashir issued a decree dropping charges against 24 of them on 26 October 2016, releasing them from Al Huda prison in Omdurman.",0,1583194181,SDN
5826165,729,SUD6226,6226,15-Mar-14,2014,1,Violence against civilians,Attack,Unidentified Armed Group (Sudan),,3,Civilians (Sudan),,7,37,Northern Africa,Sudan,North Darfur,El Fasher,,El Fasher,13.6264,25.3559,2,Radio Dabanga,National,"In El Kuma, 80km northeast of El-Fasher, an armed group attacked the Governor of North Darfur state. His driver and a police officer were killed.",2,1567462227,SDN
6731396,729,SUD6220,6220,15-Mar-14,2014,1,Protests,Protest with intervention,Protesters (Sudan),,6,Police Forces of Sudan (1989-2019),,1,16,Northern Africa,Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,Radio Dabanga; AFP,National-International,"From report: ""Sudanese police tear-gassed a demonstration by members of the political opposition. ... The opposition members demonstrated after meeting at Sudanese Congress Party headquarters to discuss the situation in the country ravaged by armed insurrection, poverty and political turmoil."" Police also entered opposition HQ and arrested the President of the SCP.",0,1579554682,SDN
6974388,728,SSD1028,1028,15-Mar-14,2014,1,Battles,Armed clash,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,2,Military Forces of South Sudan (2011-),,1,12,Eastern Africa,South Sudan,Jonglei,Bor South,Bor,Bor,6.2089,31.5586,2,Anadolu Agency,International,Fighting broke out in Jonglei after Col Gatkek Colchik denounced the rebellion and attacked Peter Gadets forces.,0,1583194169,SSD
